时间,开盘价,最高价,最低价,收盘价,信号类型,量能比率,价格vsEMA%,张力,加速度,波峰波谷,持仓状态,最优动作,黄金信号
2025-09-21 12:00:00,115603.45,115747.23,115473.19,115531.61,BULLISH_SINGULARITY,0.5680222694109844,-0.34802971,-0.985699175,0.1231190556132652,,SHORT,继续持空 (盈亏+0.43%),继续持多
2025-09-21 16:00:00,115531.62,115665.52,115209.02,115480.05,BULLISH_SINGULARITY,0.6718564819010923,-0.355254441,-0.785071502,0.1114042973207993,,SHORT,继续持空 (盈亏+0.47%),继续持多
2025-09-21 20:00:00,115480.05,115545.43,115188.0,115232.29,BULLISH_SINGULARITY,0.510919113,-0.515125001,-0.568116645,0.092081444,,SHORT,继续持空 (盈亏+0.69%),继续持多
2025-09-22 00:00:00,115232.29,115379.25,114150.0,114649.89,BULLISH_SINGULARITY,2.720522422999454,-0.921882882,-0.414954191,0.065143861,,SHORT,继续持空 (盈亏+1.19%),继续持多
2025-09-22 12:00:00,112876.97,113432.76,112380.0,112815.5,OSCILLATION,2.0677606388937946,-1.853866734,-0.022389056,0.010957569,,SHORT,继续持空 (盈亏+2.77%),继续持多
2025-09-22 16:00:00,112815.5,112888.0,111936.4,112122.9,OSCILLATION,1.6289635615146874,-2.22767603,-0.030529794,0.012210381,,SHORT,继续持空 (盈亏+3.37%),继续持多
2025-09-22 20:00:00,112122.9,112977.41,111975.28,112650.99,OSCILLATION,0.816963911,-1.601569103,-0.074120397,0.014426183,,SHORT,继续持空 (盈亏+2.91%),继续持多
2025-09-23 08:00:00,113090.13,113281.5,112683.33,112975.99,BULLISH_SINGULARITY,1.0089783330540525,-0.944760467,-0.39203277,0.046539844,,SHORT,继续持空 (盈亏+2.63%),继续持多
2025-09-23 12:00:00,112975.99,113290.5,112496.61,112882.19,BULLISH_SINGULARITY,1.0489449086748217,-0.93010252,-0.454778021,0.054793513,,SHORT,继续持空 (盈亏+2.71%),继续持多
2025-09-23 16:00:00,112882.2,112958.58,111540.2,111655.29,BULLISH_SINGULARITY,1.2354167920151993,-1.819224534,-0.467732076,0.056394146,波谷★,LONG,平空/反多 (盈利3.77%),多平/反空
2025-09-23 20:00:00,111655.29,112220.54,111458.73,111998.8,BULLISH_SINGULARITY,0.6336681073442904,-1.374663159,-0.402133297,0.046775731,,LONG,继续持多 (盈亏+0.31%),多平/反空
2025-09-24 12:00:00,113029.45,113890.0,112808.0,113346.41,OSCILLATION,1.1088233476032336,0.053911756,-0.236348703,0.019122287,,LONG,继续持多 (盈亏+1.51%),继续持空
2025-09-24 16:00:00,113346.4,113940.0,113163.21,113420.01,OSCILLATION,0.5701617640986058,0.1075463235240209,-0.192203296,0.017336952,波峰★,SHORT,平多/反空 (盈利1.58%),继续持空
2025-09-24 20:00:00,113420.0,113647.58,113204.71,113307.0,OSCILLATION,0.5105047385958748,0.00705769,-0.109572426,0.013636151,,SHORT,继续持空 (盈亏+0.10%),继续持空
2025-09-25 00:00:00,113307.01,113510.23,112214.74,112546.21,OSCILLATION,1.2435187607406708,-0.601532505,0.011121088,0.005764864,,SHORT,继续持空 (盈亏+0.77%),继续持空
2025-09-25 04:00:00,112546.22,112614.43,111450.42,111766.72,OSCILLATION,1.1394473566140793,-1.16854392,0.1587724740651353,-0.008806618,,SHORT,继续持空 (盈亏+1.46%),空平/反多
2025-09-25 12:00:00,111347.99,111729.52,110629.99,111580.77,BEARISH_SINGULARITY,1.9693185870677123,-1.076221234,0.4059379795181171,-0.039630951,,SHORT,继续持空 (盈亏+1.62%),空平/反多
2025-09-25 16:00:00,111580.77,111672.58,108631.51,109360.0,BEARISH_SINGULARITY,2.396064240912296,-2.763087033,0.4615645605911289,-0.048110291,,SHORT,继续持空 (盈亏+3.58%),继续持多
2025-09-25 20:00:00,109360.0,109685.72,108765.0,108994.49,BEARISH_SINGULARITY,0.8406212402499301,-2.802217159,0.5396007818039177,-0.05855174,波谷★,LONG,平空/反多 (盈利3.90%),继续持多
2025-09-26 00:00:00,108994.49,109798.84,108809.24,109580.01,BEARISH_SINGULARITY,0.9379071356260548,-2.067409159,0.5048503110150431,-0.062429701,,LONG,继续持多 (盈亏+0.54%),继续持多
2025-09-26 04:00:00,109580.0,109625.94,108913.0,109320.02,BEARISH_SINGULARITY,1.191828774249875,-2.085306604,0.3868373516747267,-0.054331631,,LONG,继续持多 (盈亏+0.30%),继续持多
2025-09-26 16:00:00,109027.79,110300.0,109027.78,109172.2,OSCILLATION,0.7963718266804782,-1.63830672,0.059947363,-0.009818452,,LONG,继续持多 (盈亏+0.16%),继续持多
2025-09-26 20:00:00,109172.21,109687.69,109087.57,109643.46,OSCILLATION,0.3314425460487944,-1.099391252,-0.022741245,0.003730937,,LONG,继续持多 (盈亏+0.60%),继续持多
2025-09-27 00:00:00,109643.46,109743.91,109324.42,109553.77,OSCILLATION,0.415617139,-1.069086288,-0.100574789,0.013341534,,LONG,继续持多 (盈亏+0.51%),继续持多
2025-09-27 04:00:00,109553.77,109742.27,109332.02,109411.2,OSCILLATION,0.3650409767352044,-1.084990529,-0.118771548,0.017887139,,LONG,继续持多 (盈亏+0.38%),继续持多
2025-09-27 08:00:00,109411.19,109477.69,109064.4,109310.21,OSCILLATION,0.5615855078118447,-1.065457993,-0.116537265,0.013173578,,LONG,继续持多 (盈亏+0.29%),继续持多
2025-09-27 12:00:00,109310.22,109477.59,109193.0,109402.24,OSCILLATION,0.4947093280160473,-0.889456049,-0.078867171,0.005493187,,LONG,继续持多 (盈亏+0.37%),继续持多
2025-09-27 16:00:00,109402.25,109440.0,109243.89,109424.2,OSCILLATION,0.2592960562586834,-0.787398543,-0.030273984,-0.005032743,,LONG,继续持多 (盈亏+0.39%),继续持多
2025-09-27 20:00:00,109424.21,109699.98,109362.72,109635.85,OSCILLATION,0.2082350927001208,-0.539091435,0.018069763,-0.017032932,,LONG,继续持多 (盈亏+0.59%),继续持多
2025-09-29 08:00:00,111865.96,112421.99,111865.95,112100.0,BEARISH_SINGULARITY,1.3621454891352491,1.2689325061637795,0.3882324472848067,-0.036449271,,LONG,继续持多 (盈亏+2.85%),继续持多
2025-09-29 12:00:00,112100.0,114231.56,111901.26,113815.57,BEARISH_SINGULARITY,3.0485202637188324,2.543464809475803,0.4835409556775858,-0.044801766,,LONG,继续持多 (盈亏+4.42%),多平/反空
2025-09-29 16:00:00,113815.57,114390.93,113449.74,114265.55,BEARISH_SINGULARITY,1.6330018236225865,2.660561794171433,0.5455670499158408,-0.046740474,,LONG,继续持多 (盈亏+4.84%),继续持空
2025-09-29 20:00:00,114265.56,114400.0,114020.0,114311.96,BEARISH_SINGULARITY,0.954491533,2.4386243930813967,0.6448678605747943,-0.053243038,,LONG,继续持多 (盈亏+4.88%),继续持空
2025-09-30 00:00:00,114311.97,114792.0,114040.35,114376.39,BEARISH_SINGULARITY,1.5622726100430362,2.253256319309817,0.7896974645012426,-0.065330666,波峰★,SHORT,平多/反空 (盈利4.94%),继续持空
2025-09-30 04:00:00,114376.39,114376.4,113585.0,113699.23,BEARISH_SINGULARITY,1.3930374742413103,1.4885944846419727,0.9465351554662738,-0.08143995,,SHORT,继续持空 (盈亏+0.59%),继续持空
2025-09-30 08:00:00,113699.24,113741.37,112656.27,113055.01,BEARISH_SINGULARITY,1.6287028316353922,0.8258357279552061,1.1312299800976773,-0.101074851,波谷★,LONG,平空/反多 (盈利1.16%),继续持空
2025-09-30 12:00:00,113055.0,113677.23,112866.11,113106.16,BEARISH_SINGULARITY,1.5284525719064228,0.7878034774445656,1.3070235135414476,-0.120894701,,LONG,继续持多 (盈亏+0.05%),继续持空
2025-09-30 16:00:00,113106.15,114563.46,112800.0,114359.99,BEARISH_SINGULARITY,1.3226652530434286,1.720521478279649,1.4176301201576478,-0.134511458,,LONG,继续持多 (盈亏+1.15%),继续持空
2025-09-30 20:00:00,114359.99,114754.87,113765.42,114048.93,BEARISH_SINGULARITY,1.0096637392635288,1.3045384113659209,1.420421352419989,-0.134870072,,LONG,继续持多 (盈亏+0.88%),继续持空
2025-10-01 00:00:00,114048.94,114551.76,113966.67,114176.92,BEARISH_SINGULARITY,1.005623672,1.2814262044638058,1.3981802130971814,-0.132145525,,LONG,继续持多 (盈亏+0.99%),继续持空
2025-10-01 04:00:00,114176.93,114740.0,114151.0,114539.02,BEARISH_SINGULARITY,0.9469262567596732,1.447788351170229,1.3337389948439795,-0.124041303,,LONG,继续持多 (盈亏+1.31%),继续持空
2025-10-01 08:00:00,114539.02,116795.85,114484.43,116789.58,BEARISH_SINGULARITY,2.2412637385032337,3.103224857309015,1.2432699647979617,-0.110237642,,LONG,继续持多 (盈亏+3.30%),继续持空
2025-10-01 12:00:00,116789.57,117649.99,116363.38,117423.73,BEARISH_SINGULARITY,1.7890298226649457,3.302675326543381,1.0665806788532513,-0.088755498,,LONG,继续持多 (盈亏+3.86%),继续持空
2025-10-01 16:00:00,117423.73,118199.0,116724.56,117439.53,BEARISH_SINGULARITY,1.4268999300460412,2.9912626202935244,0.9213777941936632,-0.070144232,,LONG,继续持多 (盈亏+3.88%),继续持空
2025-10-01 20:00:00,117439.53,118649.1,117163.25,118594.99,BEARISH_SINGULARITY,0.8969065053352752,3.609416068955319,0.8350401681434115,-0.060398706,,LONG,继续持多 (盈亏+4.90%),继续持空
2025-10-02 00:00:00,118594.99,119456.92,118368.05,118733.99,BEARISH_SINGULARITY,1.4556526703061958,3.363581430149296,0.758034165,-0.055216729,,LONG,继续持多 (盈亏+5.02%),继续持空
2025-10-02 04:00:00,118733.99,118930.29,118279.31,118489.76,BEARISH_SINGULARITY,0.6264832229402423,2.8423457976991173,0.7421820649532164,-0.056198138,,LONG,继续持多 (盈亏+4.81%),继续持空
2025-10-02 08:00:00,118489.76,118926.49,118354.61,118765.73,BEARISH_SINGULARITY,0.5238269893064658,2.780200170005313,0.7787053326831479,-0.063765136,,LONG,继续持多 (盈亏+5.05%),继续持空
2025-10-02 12:00:00,118765.72,119910.79,118516.39,119910.78,BEARISH_SINGULARITY,1.728187507,3.399764054661556,0.8188377680495513,-0.07406964,,LONG,继续持多 (盈亏+6.06%),继续持空
2025-10-02 16:00:00,119910.78,121022.07,119359.63,120836.49,BEARISH_SINGULARITY,1.5769228133114217,3.7830736598385326,0.8276487727060601,-0.081075123,,LONG,继续持多 (盈亏+6.88%),继续持空
2025-10-02 20:00:00,120836.49,120914.0,120072.46,120529.35,BEARISH_SINGULARITY,0.7742020968685157,3.173473711,0.81557094,-0.084710306,,LONG,继续持多 (盈亏+6.61%),继续持空
2025-10-03 00:00:00,120529.35,120550.9,119820.0,120225.89,BEARISH_SINGULARITY,0.7752788697193159,2.6289196226364537,0.80620496,-0.088555945,,LONG,继续持多 (盈亏+6.34%),继续持空
2025-10-03 04:00:00,120225.88,120324.53,119610.59,119640.21,BEARISH_SINGULARITY,0.773482447,1.922307162467383,0.7944862382611341,-0.089035688,,LONG,继续持多 (盈亏+5.82%),继续持空
2025-10-03 08:00:00,119640.22,120515.89,119248.3,120334.5,BEARISH_SINGULARITY,1.1502998488343943,2.2689381381843785,0.770006404,-0.087800495,,LONG,继续持多 (盈亏+6.44%),继续持空
2025-10-03 12:00:00,120334.51,122366.0,119881.24,122258.05,BEARISH_SINGULARITY,1.5676431566364253,3.5188453753540814,0.6906620363647622,-0.080717177,,LONG,继续持多 (盈亏+8.14%),继续持空
2025-10-03 16:00:00,122258.04,123894.99,121466.25,122660.99,BEARISH_SINGULARITY,2.720007810795217,3.479611243593237,0.5514164174918461,-0.064907801,波峰★,SHORT,平多/反空 (盈利8.50%),继续持空
2025-10-03 20:00:00,122661.0,122734.92,121999.33,122232.0,BEARISH_SINGULARITY,0.4487472114253196,2.8124303645573185,0.4194355133356947,-0.047209908,,SHORT,继续持空 (盈亏+0.35%),继续持空
2025-10-04 04:00:00,122243.99,122800.0,122219.3,122324.08,OSCILLATION,0.4533318186545664,2.359213427,0.2269517151526755,-0.019297722,,SHORT,继续持空 (盈亏+0.27%),继续持空
2025-10-04 08:00:00,122324.08,122539.83,121962.81,121973.26,OSCILLATION,0.3837882504489875,1.865253543028218,0.17737974,-0.009101982,,SHORT,继续持空 (盈亏+0.56%),继续持空
2025-10-04 12:00:00,121973.26,122509.52,121698.88,121791.31,OSCILLATION,0.4464669591498293,1.547602483066689,0.1677596147333371,-0.003815075,,SHORT,继续持空 (盈亏+0.71%),继续持空
2025-10-04 16:00:00,121791.31,121964.95,121510.0,121959.25,OSCILLATION,0.4669951709549891,1.524451424806195,0.1756349793554783,-0.003289433,,SHORT,继续持空 (盈亏+0.57%),继续持空
2025-10-04 20:00:00,121959.25,122410.0,121871.01,122391.0,OSCILLATION,0.2704665053423146,1.701392069226518,0.1750330689567989,-0.005347199,,SHORT,继续持空 (盈亏+0.22%),继续持空
2025-10-05 00:00:00,122390.99,124362.28,122136.0,123776.22,OSCILLATION,1.4406456119510238,2.573793653728224,0.1666044122185861,-0.006573017,,SHORT,继续持空 (盈亏-0.91%),继续持空
2025-10-05 04:00:00,123776.23,125708.42,123734.0,124713.63,OSCILLATION,2.3173615880009613,3.021878123769868,0.1334952614213388,-0.005538498,,SHORT,继续持空 (盈亏-1.67%),继续持空
2025-10-05 08:00:00,124713.63,124838.37,122520.24,123464.64,OSCILLATION,1.4002070925128438,1.797185741285653,0.083834573,-0.00382538,,SHORT,继续持空 (盈亏-0.66%),继续持空
2025-10-05 12:00:00,123464.64,123464.65,122675.0,122803.17,OSCILLATION,0.6967672597738956,1.131232817964615,0.055260765,-0.004240954,,SHORT,继续持空 (盈亏-0.12%),继续持空
2025-10-05 16:00:00,122803.17,123464.0,122301.63,122591.79,OSCILLATION,0.7339238342870849,0.8652100590202574,0.026784435,-0.004040986,,SHORT,继续持空 (盈亏+0.06%),继续持空
2025-10-05 20:00:00,122591.8,123548.83,122473.62,123482.31,OSCILLATION,0.4610279137874591,1.4435275460867665,-0.017580204,-0.001933216,,SHORT,继续持空 (盈亏-0.67%),继续持空
2025-10-06 00:00:00,123482.32,124358.46,123084.0,123839.09,OSCILLATION,1.0169755936496172,1.5686426290161783,-0.095361322,0.004091582,,SHORT,继续持空 (盈亏-0.96%),继续持空
2025-10-06 04:00:00,123839.09,124165.56,123280.49,123390.47,OSCILLATION,0.744024892,1.0851064521109022,-0.181749297,0.012261615,,SHORT,继续持空 (盈亏-0.59%),继续持空
2025-10-06 08:00:00,123390.47,124531.66,123390.46,124215.0,OSCILLATION,0.9239220199335616,1.5902444387512076,-0.254660374,0.019968848,,SHORT,继续持空 (盈亏-1.27%),继续持空
2025-10-06 16:00:00,125000.0,126199.63,124800.0,125410.81,BULLISH_SINGULARITY,1.4884326734496307,2.1220310655648333,-0.390677685,0.035928778,,SHORT,继续持空 (盈亏-2.24%),继续持空
2025-10-06 20:00:00,125410.8,125534.0,124511.15,124658.54,BULLISH_SINGULARITY,0.7248137989961472,1.363739209093396,-0.437789108,0.040986283,,SHORT,继续持空 (盈亏-1.63%),继续持空
2025-10-07 00:00:00,124658.54,125082.27,124101.26,124329.74,BULLISH_SINGULARITY,0.6686714772110123,0.9909296880156406,-0.45986687,0.041719382,,SHORT,继续持空 (盈亏-1.36%),继续持空
2025-10-07 04:00:00,124329.74,124654.47,123567.6,123667.99,BULLISH_SINGULARITY,0.9097686839223856,0.410043286,-0.471241692,0.041122091,,SHORT,继续持空 (盈亏-0.82%),继续持空
2025-10-07 08:00:00,123668.0,124509.6,123322.9,124453.38,BULLISH_SINGULARITY,0.8940515484116474,0.9469983873452312,-0.478593248,0.039965076,,SHORT,继续持空 (盈亏-1.46%),空平/反多
2025-10-07 12:00:00,124453.37,125126.0,121172.89,121846.01,BULLISH_SINGULARITY,2.431747306690877,-1.057847493,-0.507004745,0.042520546,,SHORT,继续持空 (盈亏+0.66%),空平/反多
2025-10-07 16:00:00,121846.01,122084.14,120574.94,121637.17,BULLISH_SINGULARITY,1.7623689932981763,-1.111832562,-0.505776674,0.04273084,,SHORT,继续持空 (盈亏+0.83%),继续持多
2025-10-07 20:00:00,121637.18,122292.62,121258.08,121332.95,BULLISH_SINGULARITY,0.5729369045228989,-1.23130668,-0.535466072,0.047500433,波谷★,LONG,平空/反多 (盈利1.08%),继续持多
2025-10-08 00:00:00,121332.96,122229.66,121200.0,121374.75,BULLISH_SINGULARITY,0.725324812,-1.084490136,-0.597986028,0.056653737,,LONG,继续持多 (盈亏+0.03%),继续持多
2025-10-08 04:00:00,121374.76,121910.24,121066.14,121597.06,BULLISH_SINGULARITY,0.7826769111610912,-0.817990058,-0.691180582,0.07043968,,LONG,继续持多 (盈亏+0.22%),继续持多
2025-10-08 08:00:00,121597.05,123200.0,121524.01,122884.14,BULLISH_SINGULARITY,1.010804880083144,0.2097057577361085,-0.808628571,0.086928513,,LONG,继续持多 (盈亏+1.28%),继续持多
2025-10-08 12:00:00,122884.14,123350.0,121649.68,122189.72,BULLISH_SINGULARITY,1.0628651665983582,-0.322730229,-0.955811946,0.1054539530519329,,LONG,继续持多 (盈亏+0.71%),继续持多
2025-10-08 16:00:00,122189.72,124197.25,122110.08,123450.0,BULLISH_SINGULARITY,1.2084384978097278,0.6377486072358924,-1.070423782,0.1181824127412983,波峰★,SHORT,平多/反空 (盈利1.74%),继续持多
2025-10-08 20:00:00,123450.01,123737.0,122794.4,123306.0,BULLISH_SINGULARITY,0.4382697702109335,0.4705671459445507,-1.182053698,0.1280757260986059,,SHORT,继续持空 (盈亏+0.12%),继续持多
2025-10-09 00:00:00,123306.01,123348.32,121475.98,122038.01,BULLISH_SINGULARITY,0.7496409177858124,-0.509291684,-1.211819867,0.1302992337869932,,SHORT,继续持空 (盈亏+1.14%),继续持多
2025-10-09 04:00:00,122038.01,122264.0,121724.71,121906.1,BULLISH_SINGULARITY,0.4687808666094385,-0.558412754,-1.177529809,0.1194343633220897,,SHORT,继续持空 (盈亏+1.25%),继续持多
2025-10-09 08:00:00,121906.09,122833.02,121145.49,122737.57,BULLISH_SINGULARITY,0.8735394094876858,0.1084109429318103,-1.126503661,0.1022262412636256,,SHORT,继续持空 (盈亏+0.58%),继续持多
2025-10-09 12:00:00,122737.56,123762.94,120673.99,121147.14,BULLISH_SINGULARITY,1.991793342497357,-1.076791976,-1.083850225,0.085227382,,SHORT,继续持空 (盈亏+1.87%),继续持多
2025-10-09 16:00:00,121147.15,121481.9,119651.47,120951.72,BULLISH_SINGULARITY,1.7808844445239271,-1.119932852,-1.027349638,0.064472581,,SHORT,继续持空 (盈亏+2.02%),继续持多
2025-10-09 20:00:00,120951.72,121900.0,120838.0,121662.4,BULLISH_SINGULARITY,0.7029685281033357,-0.487862779,-1.006454235,0.050801425,,SHORT,继续持空 (盈亏+1.45%),继续持多
2025-10-10 00:00:00,121662.41,121874.13,120900.0,121026.01,BULLISH_SINGULARITY,0.649500634,-0.913229436,-1.06642681,0.048676451,,SHORT,继续持空 (盈亏+1.96%),继续持多
2025-10-10 04:00:00,121026.0,121754.34,120855.41,120932.05,BULLISH_SINGULARITY,0.7913243256902585,-0.896701606,-1.150533325,0.056367174,,SHORT,继续持空 (盈亏+2.04%),继续持多
2025-10-10 08:00:00,120932.05,121777.07,120916.44,121554.55,BULLISH_SINGULARITY,0.4807111226382789,-0.349878562,-1.259380939,0.074242897,,SHORT,继续持空 (盈亏+1.54%),继续持多
2025-10-10 12:00:00,121554.55,122550.0,118500.0,119018.98,BULLISH_SINGULARITY,2.220587500178642,-2.202337558,-1.36508711,0.1015107488727116,,SHORT,继续持空 (盈亏+3.59%),继续持多
2025-10-10 16:00:00,119018.99,119456.28,115952.47,116661.5,BULLISH_SINGULARITY,2.225770172359241,-3.760062112,-1.373680971,0.1212508034475714,,SHORT,继续持空 (盈亏+5.50%),继续持多
2025-10-10 20:00:00,116661.5,117214.64,102000.0,112774.5,BULLISH_SINGULARITY,7.564454920395598,-6.345254104,-1.293266126,0.133120237,,SHORT,继续持空 (盈亏+8.65%),继续持多
2025-10-11 00:00:00,112774.49,113322.39,111019.43,112300.01,BULLISH_SINGULARITY,1.985954647165604,-6.13684983,-1.119613827,0.1298791320923117,,SHORT,继续持空 (盈亏+9.03%),继续持多
2025-10-11 04:00:00,112300.0,112991.16,110090.29,110384.61,BULLISH_SINGULARITY,1.176536082615425,-7.052831248,-0.97951604,0.1244645073790988,波谷★,LONG,平空/反多 (盈利10.58%),继续持多
2025-10-11 08:00:00,110384.6,112359.67,110162.23,112280.0,BULLISH_SINGULARITY,0.9490983771030372,-4.962947658,-0.846765629,0.1137433210108438,,LONG,继续持多 (盈亏+1.72%),继续持多
2025-10-11 12:00:00,112280.01,112500.0,111793.2,111793.2,BULLISH_SINGULARITY,0.5845425843928906,-4.888107977,-0.814689498,0.1098835188184194,,LONG,继续持多 (盈亏+1.28%),继续持多
2025-10-11 16:00:00,111793.21,112185.53,110865.82,111178.31,BULLISH_SINGULARITY,0.4994960738710856,-4.921251875,-0.796586483,0.1046848173917238,,LONG,继续持多 (盈亏+0.72%),继续持多
2025-10-11 20:00:00,111178.3,111368.29,109561.59,110644.4,BULLISH_SINGULARITY,0.636878998,-4.89072035,-0.780148348,0.098894859,,LONG,继续持多 (盈亏+0.24%),继续持多
2025-10-12 00:00:00,110644.4,111368.14,109565.06,110676.0,BULLISH_SINGULARITY,0.7517249172673295,-4.420838397,-0.76137749,0.092726141,,LONG,继续持多 (盈亏+0.26%),继续持多
2025-10-12 04:00:00,110676.0,112125.51,110617.1,111525.2,BULLISH_SINGULARITY,0.4244549640511518,-3.348044043,-0.746996654,0.086881661,,LONG,继续持多 (盈亏+1.03%),继续持多
2025-10-12 08:00:00,111525.19,112133.33,111139.87,111848.36,BULLISH_SINGULARITY,0.4351508726136527,-2.783926984,-0.746930066,0.081957497,,LONG,继续持多 (盈亏+1.33%),继续持多
2025-10-12 12:00:00,111848.35,113745.84,111177.75,113198.2,BULLISH_SINGULARITY,1.3191831453181384,-1.459517594,-0.725870892,0.078406463,,LONG,继续持多 (盈亏+2.55%),继续持多
2025-10-12 16:00:00,113198.2,114700.0,113198.2,114342.28,BULLISH_SINGULARITY,0.9431674584410836,-0.419615968,-0.693044977,0.074422502,,LONG,继续持多 (盈亏+3.59%),继续持多
2025-10-12 20:00:00,114342.28,115770.0,114217.75,114958.8,BULLISH_SINGULARITY,0.8933645906755225,0.1061254376625061,-0.642071521,0.067808184,,LONG,继续持多 (盈亏+4.14%),继续持多
2025-10-13 00:00:00,114958.81,115963.81,114619.45,114821.12,BULLISH_SINGULARITY,0.5960744735979285,-0.012455395,-0.560083937,0.058239034,,LONG,继续持多 (盈亏+4.02%),多平/反空
2025-10-13 04:00:00,114821.13,115554.83,114398.24,115399.67,BULLISH_SINGULARITY,0.492986568,0.4443491445224154,-0.440890273,0.044680101,,LONG,继续持多 (盈亏+4.54%),继续持空
2025-10-13 12:00:00,114180.0,115530.0,113800.01,114312.1,OSCILLATION,0.7645434662320792,-0.401658558,-0.141207981,0.009692102,,LONG,继续持多 (盈亏+3.56%),继续持空
2025-10-13 16:00:00,114312.09,115891.3,114215.79,115792.84,OSCILLATION,0.4593279401818875,0.8031895492231926,0.006198056,-0.009039085,波峰★,SHORT,平多/反空 (盈利4.90%),继续持空
2025-10-14 08:00:00,111724.41,112140.0,110012.24,111313.98,BEARISH_SINGULARITY,1.1267612355125112,-2.505391613,0.3693179652819656,-0.05491968,,SHORT,继续持空 (盈亏+3.87%),继续持空
2025-10-14 12:00:00,111313.98,112943.82,109866.0,112900.43,BEARISH_SINGULARITY,1.5324600014298515,-1.010694032,0.3891912048094917,-0.0560942,,SHORT,继续持空 (盈亏+2.50%),空平/反多
2025-10-14 16:00:00,112900.44,113544.53,111692.31,112613.7,BEARISH_SINGULARITY,1.5604890114646752,-1.143269089,0.3517483674698205,-0.049494507,,SHORT,继续持空 (盈亏+2.75%),多平/反空
2025-10-15 04:00:00,112024.3,112680.0,111746.76,112584.5,OSCILLATION,0.7351081662723918,-0.856412939,0.2311975600001379,-0.01681338,,SHORT,继续持空 (盈亏+2.77%),继续持空
2025-10-15 08:00:00,112584.49,113520.88,111693.26,111905.73,OSCILLATION,0.7992390978763306,-1.317482215,0.2255034387778418,-0.008499121,,SHORT,继续持空 (盈亏+3.36%),继续持空
2025-10-15 12:00:00,111905.72,112238.41,110400.0,110798.01,OSCILLATION,1.3669787593038742,-2.080349744,0.2613389385876997,-0.005383576,,SHORT,继续持空 (盈亏+4.31%),继续持空
2025-10-15 16:00:00,110798.01,111557.7,110164.0,111271.73,OSCILLATION,0.6845568670096801,-1.505818249,0.3224437235277709,-0.009148142,,SHORT,继续持空 (盈亏+3.90%),继续持空
2025-10-15 20:00:00,111271.73,111556.27,110500.0,110763.28,OSCILLATION,0.5337401703158565,-1.772909958,0.3946039514398194,-0.014883984,,SHORT,继续持空 (盈亏+4.34%),继续持空
2025-10-16 00:00:00,110763.28,111867.17,110361.0,111329.48,BEARISH_SINGULARITY,0.6285609449878707,-1.15115785,0.4882893940587329,-0.024293145,,SHORT,继续持空 (盈亏+3.85%),继续持空
2025-10-16 04:00:00,111329.48,111773.7,110553.19,110584.2,BEARISH_SINGULARITY,0.7442672541105334,-1.643068788,0.5812725142867247,-0.035076215,,SHORT,继续持空 (盈亏+4.50%),空平/反多
2025-10-16 08:00:00,110584.21,111728.7,109635.15,111404.72,BEARISH_SINGULARITY,1.2519072423131905,-0.827014386,0.6636048957447869,-0.048708736,,SHORT,继续持空 (盈亏+3.79%),继续持多
2025-10-16 12:00:00,111404.73,111982.45,108361.69,108549.21,BEARISH_SINGULARITY,1.8503868433506048,-3.05795662,0.7098983739396124,-0.059605798,,SHORT,继续持空 (盈亏+6.26%),继续持多
2025-10-16 16:00:00,108549.21,109254.0,107577.57,108197.66,BEARISH_SINGULARITY,1.7773268113938387,-3.060609263,0.7614065754335562,-0.071252742,,SHORT,继续持空 (盈亏+6.56%),继续持多
2025-10-16 20:00:00,108197.67,108500.0,107427.0,108194.28,BEARISH_SINGULARITY,0.5031505085765907,-2.779973828,0.7691370742308379,-0.077500105,,SHORT,继续持空 (盈亏+6.56%),继续持多
2025-10-17 00:00:00,108194.27,109240.0,107934.4,109176.74,BEARISH_SINGULARITY,0.5454268128901983,-1.719590274,0.7439557724201341,-0.077428337,,SHORT,继续持空 (盈亏+5.71%),继续持多
2025-10-17 04:00:00,109176.74,109236.01,105542.09,105633.75,BEARISH_SINGULARITY,1.685740458102449,-4.462314866,0.6929519530737761,-0.071241643,波谷★,LONG,平空/反多 (盈利8.77%),继续持多
2025-10-17 08:00:00,105633.75,106651.22,103528.23,105683.72,BEARISH_SINGULARITY,2.6340680275935764,-4.013325819,0.6793922902408688,-0.0673595,,LONG,继续持多 (盈亏+0.05%),继续持多
2025-10-17 12:00:00,105683.71,106852.14,104533.21,106803.53,BEARISH_SINGULARITY,1.4645416646776606,-2.718663795,0.6314275634713848,-0.06060798,,LONG,继续持多 (盈亏+1.11%),继续持多
2025-10-17 16:00:00,106803.52,107575.6,106071.42,106454.72,BEARISH_SINGULARITY,0.7403591429583637,-2.755163982,0.5681624670156491,-0.0500006,,LONG,继续持多 (盈亏+0.78%),继续持多
2025-10-17 20:00:00,106457.24,107440.02,106342.47,106431.68,BEARISH_SINGULARITY,0.3605870581070626,-2.518468525,0.5285702009918395,-0.040966343,,LONG,继续持多 (盈亏+0.76%),继续持多
2025-10-18 00:00:00,106431.68,107306.06,106322.2,107070.4,BEARISH_SINGULARITY,0.5579015895941808,-1.752548388,0.5169878196428109,-0.035017349,,LONG,继续持多 (盈亏+1.36%),继续持多
2025-10-18 04:00:00,107070.41,107499.0,106439.38,106665.0,BEARISH_SINGULARITY,0.6174394660159471,-1.926101992,0.4990512106337937,-0.033471335,,LONG,继续持多 (盈亏+0.98%),继续持多
