时间,收盘价,张力,加速度,T×A,信号类型,置信度,通过V705过滤器,是否开单(V705),最佳开单点
2024-06-23 12:00:00,64094.0,-0.4113379266849008,0.006891597913393777,-0.0028347755972413847,OSCILLATION,0.8,False,否,否
2024-06-23 16:00:00,64149.78,-0.39263163109627547,0.006894234238187524,-0.002706894434099356,OSCILLATION,0.8,False,否,否
2024-06-23 20:00:00,63210.01,-0.36556135844844684,0.006809194836162491,-0.0024891785142477094,OSCILLATION,0.8,False,否,否
2024-06-24 00:00:00,62862.0,-0.33199369984731153,0.006683756997994894,-0.0022189652146446847,OSCILLATION,0.8,False,否,否
2024-06-24 04:00:00,62456.0,-0.2980510638207422,0.00650822772848475,-0.0019397841980625323,OSCILLATION,0.8,False,否,否
2024-06-24 08:00:00,61291.95,-0.2577399307632152,0.006251636346409822,-0.0016112963190804675,OSCILLATION,0.8,False,否,否
2024-06-24 12:00:00,60843.99,-0.22080059846103084,0.005979172446489989,-0.0013202048544866953,OSCILLATION,0.8,False,否,否
2024-06-24 16:00:00,59306.72,-0.1749477305431235,0.0056425519054793954,-0.0009871516503353972,OSCILLATION,0.8,False,否,否
2024-06-24 20:00:00,60293.3,-0.1423578597507202,0.00540362966619462,-0.0007692491541649648,OSCILLATION,0.8,False,否,否
2024-06-25 00:00:00,61302.59,-0.11964407357494798,0.005242597763307905,-0.0006272457525170686,OSCILLATION,0.8,False,否,否
2024-06-25 04:00:00,60685.16,-0.09933145193509652,0.005046548816277106,-0.0005012810211821476,OSCILLATION,0.8,False,否,否
2024-06-25 08:00:00,61187.64,-0.08415744782766724,0.004894908029203199,-0.00041194296708889767,OSCILLATION,0.8,False,否,否
2024-06-25 12:00:00,61810.0,-0.07195996977801579,0.004775420285987257,-0.00034363909945696656,OSCILLATION,0.8,False,否,否
2024-06-25 16:00:00,61975.46,-0.05896923231593771,0.004640194260369032,-0.0002736286933307822,OSCILLATION,0.8,False,否,否
2024-06-25 20:00:00,61806.01,-0.04434738569753988,0.00446059583193497,-0.0001978157637996589,OSCILLATION,0.8,False,否,否
2024-06-26 00:00:00,61936.07,-0.030764413804386236,0.004254025681121265,-0.00013087260638850061,OSCILLATION,0.8,False,否,否
2024-06-26 04:00:00,61720.02,-0.018163028223686664,0.004002730280200137,-7.270170305108032e-05,OSCILLATION,0.8,False,否,否
2024-06-26 08:00:00,61445.26,-0.0036502739854159384,0.0037140911825642997,-1.3557450423177181e-05,OSCILLATION,0.8,False,否,否
2024-06-26 12:00:00,61467.86,0.008366596616579623,0.0034082256417581197,2.85152491228734e-05,OSCILLATION,0.8,False,否,否
2024-06-26 16:00:00,61000.01,0.02563934369775072,0.003062994542741275,7.853316982567836e-05,OSCILLATION,0.8,False,否,否
2024-06-26 20:00:00,60864.99,0.046833375287208455,0.002693115960889954,0.00012612771048833022,OSCILLATION,0.8,False,否,否
2024-06-27 00:00:00,61037.31,0.06331324511427679,0.0023125154703199785,0.00014641285880292586,OSCILLATION,0.8,False,否,否
2024-06-27 04:00:00,60794.01,0.08401879488186179,0.001904403944309685,0.00016000572436916395,OSCILLATION,0.8,False,否,否
2024-06-27 08:00:00,61196.02,0.10174429916799561,0.0014987586380517809,0.00015249014725055805,OSCILLATION,0.8,False,否,否
2024-06-27 12:00:00,61576.0,0.11704755844489421,0.0010914178793953039,0.00012774779802632433,OSCILLATION,0.8,False,否,否
2024-06-27 16:00:00,61450.0,0.13369186095102314,0.0006567837166071011,8.780663731553275e-05,OSCILLATION,0.8,False,否,否
2024-06-27 20:00:00,61706.47,0.15468770530437437,0.00020768348701066808,3.212608203529109e-05,OSCILLATION,0.8,False,否,否
2024-06-28 00:00:00,61828.17,0.17361178487027698,-0.000264980520883612,-4.6003741186459585e-05,OSCILLATION,0.8,False,否,否
2024-06-28 04:00:00,61350.01,0.19832111571220956,-0.0007844804306418873,-0.00015557903425929373,OSCILLATION,0.8,False,否,否
2024-06-28 08:00:00,61690.0,0.2229057038744094,-0.001309111709882238,-0.0002918084671415319,OSCILLATION,0.8,False,否,否
2024-06-28 12:00:00,61062.01,0.24492419507621732,-0.0018639974833951634,-0.00045653808324465513,OSCILLATION,0.8,False,否,否
2024-06-28 16:00:00,60123.73,0.26808184546535424,-0.002433070307186258,-0.0006522619780974484,OSCILLATION,0.8,False,否,否
2024-06-28 20:00:00,60427.84,0.2820264118150311,-0.002935527963132012,-0.0008278964182248081,OSCILLATION,0.8,False,否,否
2024-06-29 00:00:00,60762.0,0.29084457798128316,-0.00337243187933034,-0.0009808535267144584,OSCILLATION,0.8,False,否,否
2024-06-29 04:00:00,61052.3,0.2933468121442904,-0.003744932292100267,-0.001098563949583824,OSCILLATION,0.8,False,否,否
2024-06-29 08:00:00,61102.33,0.2904529328518778,-0.0040591932357296745,-0.0011790045803301878,OSCILLATION,0.8,False,否,否
2024-06-29 12:00:00,61106.0,0.29842816614071727,-0.004362044884741845,-0.0013017570555770052,OSCILLATION,0.8,False,否,否
2024-06-29 16:00:00,61057.39,0.30735020117277223,-0.004654083707872569,-0.001430433563889556,OSCILLATION,0.8,False,否,否
2024-06-29 20:00:00,60986.68,0.31575388069478405,-0.004932478898150405,-0.001557449353536123,OSCILLATION,0.8,False,否,否
2024-06-30 00:00:00,60898.32,0.3245663217850547,-0.005198367588124531,-0.001687215047364225,OSCILLATION,0.8,False,否,否
2024-06-30 04:00:00,61528.01,0.3278904892110502,-0.005420727441625139,-0.0017774049727142314,OSCILLATION,0.8,False,否,否
2024-06-30 08:00:00,61560.0,0.33340191197397256,-0.005639702389267254,-0.0018802875595458836,OSCILLATION,0.8,False,否,否
2024-06-30 12:00:00,61717.9,0.33562534288639767,-0.0058396469871223045,-0.0019599335223884425,OSCILLATION,0.8,False,否,否
2024-06-30 16:00:00,62026.83,0.33687343364345845,-0.006023877619328544,-0.0020292843374711887,OSCILLATION,0.8,False,否,否
2024-06-30 20:00:00,62772.01,0.3374238271804281,-0.006193499465908581,-0.0020898342934268107,OSCILLATION,0.8,False,否,否
2024-07-01 00:00:00,63437.69,0.3364197625129628,-0.0063612483114927065,-0.002140049646238362,OSCILLATION,0.8,False,否,否
2024-07-01 04:00:00,63277.84,0.34085133132330353,-0.006573035590442977,-0.002240427931837945,OSCILLATION,0.8,False,否,否
2024-07-01 08:00:00,62662.09,0.3504383189200231,-0.006835661466110476,-0.002395477712890136,OSCILLATION,0.8,False,否,否
2024-07-01 12:00:00,63132.9,0.35821141682096685,-0.007099404050275704,-0.0025430875834337703,OSCILLATION,0.8,False,否,否
2024-07-01 16:00:00,63226.78,0.36879577116113577,-0.007390602445974559,-0.0027256229284085636,OSCILLATION,0.8,False,否,否
2024-07-01 20:00:00,62899.99,0.3843401734517685,-0.007725429121630656,-0.00296919276859687,OSCILLATION,0.8,False,否,否
2024-07-02 00:00:00,63138.67,0.40411910898310655,-0.00809074675500171,-0.0032696253696392515,OSCILLATION,0.8,False,否,否
2024-07-02 04:00:00,62629.99,0.4220513203556479,-0.008477773425628554,-0.0035780554679625555,OSCILLATION,0.8,False,否,否
2024-07-02 08:00:00,62832.01,0.4369238727660925,-0.008851715658447612,-0.0038675258861131934,OSCILLATION,0.8,False,否,否
2024-07-02 12:00:00,61948.08,0.4560928082194353,-0.009249537870916535,-0.0042186477022783395,OSCILLATION,0.8,False,否,否
2024-07-02 16:00:00,61939.1,0.4730292901987021,-0.009619182876814403,-0.004550155248511026,OSCILLATION,0.8,False,否,否
2024-07-02 20:00:00,62135.47,0.48954418638861835,-0.009963453963687752,-0.004877550964273975,OSCILLATION,0.8,False,否,否
2024-07-05 08:00:00,55486.5,0.6842776315580915,-0.009742823119985311,-0.0066667959292329645,HIGH_OSCILLATION,0.6,False,否,SHORT
2024-07-05 12:00:00,56662.0,0.6180709505491295,-0.008622727867164115,-0.005329457609184593,HIGH_OSCILLATION,0.6,False,否,否
2024-07-05 16:00:00,56465.42,0.5530200372925602,-0.007430369274272319,-0.004109143093155572,HIGH_OSCILLATION,0.6,False,否,否
2024-07-05 20:00:00,56628.79,0.4821885537548694,-0.0061521368419256706,-0.0029664899663101887,OSCILLATION,0.8,False,否,否
2024-07-06 00:00:00,56410.0,0.40672403205419194,-0.004816467449553441,-0.0019589730613401458,OSCILLATION,0.8,False,否,否
2024-07-06 04:00:00,56606.0,0.3204166502011186,-0.0034089576867181726,-0.0010922868026555911,OSCILLATION,0.8,False,否,否
2024-07-06 08:00:00,56731.42,0.23355601440097032,-0.0019739544516470253,-0.0004610289343357321,OSCILLATION,0.8,False,否,否
2024-07-06 12:00:00,57317.98,0.13434567268508296,-0.0004897526936461505,-6.579615507722345e-05,OSCILLATION,0.8,False,否,否
2024-07-06 16:00:00,57857.99,0.03367304976566098,0.0010079296032708407,3.394006369122195e-05,OSCILLATION,0.8,False,否,否
2024-07-06 20:00:00,58230.13,-0.06601560459764472,0.0024798782447224,-0.00016371066165389518,OSCILLATION,0.8,False,否,否
2024-07-07 00:00:00,57963.45,-0.15672066580134725,0.00384881048356972,-0.0006031881415282518,OSCILLATION,0.8,False,否,否
2024-07-07 04:00:00,57369.99,-0.23415082737274506,0.00506437044617894,-0.0011858265300948767,OSCILLATION,0.8,False,否,否
2024-07-07 08:00:00,57460.0,-0.30666845043003854,0.006165883837522451,-0.0018908820419846297,OSCILLATION,0.8,False,否,否
2024-07-07 12:00:00,56825.42,-0.36136744119027037,0.007078375865655018,-0.0025578945743547185,OSCILLATION,0.8,False,否,否
2024-07-07 16:00:00,57151.1,-0.4102238632640564,0.007869544345849383,-0.0032282748836821454,OSCILLATION,0.8,False,否,否
2024-07-07 20:00:00,55857.81,-0.4348572458998988,0.008368487195837326,-0.003639097294330387,OSCILLATION,0.8,False,否,否
2024-07-08 00:00:00,55160.01,-0.44470053173083596,0.008642756479293578,-0.003843438401961982,OSCILLATION,0.8,False,否,否
2024-07-08 04:00:00,55852.01,-0.4544243273288736,0.008837941862391507,-0.004016175785788953,OSCILLATION,0.8,False,否,否
2024-07-08 08:00:00,57154.01,-0.4675613195841664,0.008992774393721537,-0.0042046734622511435,OSCILLATION,0.8,False,否,否
2024-07-08 12:00:00,55761.52,-0.45063182788246736,0.008826915078835595,-0.003977688876538998,OSCILLATION,0.8,False,否,否
2024-07-08 16:00:00,56477.31,-0.423146799482531,0.008555307295204484,-0.0036201509005553264,OSCILLATION,0.8,False,否,否
2024-07-08 20:00:00,56714.62,-0.3849436251096772,0.008080539422930855,-0.0031105521383046624,OSCILLATION,0.8,False,否,否
2024-07-09 00:00:00,57168.36,-0.3396440774212032,0.007423566744105159,-0.0025213704779763224,OSCILLATION,0.8,False,否,否
2024-07-09 04:00:00,57116.84,-0.28062190538532517,0.006548506116262065,-0.0018376542637729165,OSCILLATION,0.8,False,否,否
2024-07-09 08:00:00,57428.01,-0.2126592726320337,0.005502649988294056,-0.0011701895440592827,OSCILLATION,0.8,False,否,否
2024-07-09 12:00:00,57477.01,-0.13617151184846565,0.0042799196468867595,-0.0005828031289065213,OSCILLATION,0.8,False,否,否
2024-07-09 16:00:00,57862.01,-0.07620485916370627,0.0029651777727741496,-0.00022596095456960631,OSCILLATION,0.8,False,否,否
2024-07-09 20:00:00,58050.0,-0.0274556494195368,0.0016249165808088842,-4.461313997868116e-05,OSCILLATION,0.8,False,否,否
2024-07-10 00:00:00,58180.01,0.021145713637345576,0.0002947030491438629,6.231706285248706e-06,OSCILLATION,0.8,False,否,否
2024-07-10 04:00:00,58977.99,0.06524225094570822,-0.0009693183909345315,-6.324051370764081e-05,OSCILLATION,0.8,False,否,否
2024-07-10 08:00:00,58492.0,0.11195837116493601,-0.002254949009101233,-0.0002524604181189605,OSCILLATION,0.8,False,否,否
2024-07-10 12:00:00,57699.69,0.1758980280973037,-0.0035695685204791827,-0.0006278800639104981,OSCILLATION,0.8,False,否,否
2024-07-10 16:00:00,57392.03,0.24564489956147012,-0.004860008964029827,-0.0011938364138369515,OSCILLATION,0.8,False,否,否
2024-07-10 20:00:00,57725.85,0.30136737486600323,-0.006038404005870995,-0.0018197779636296998,OSCILLATION,0.8,False,否,否
2024-07-11 00:00:00,57568.0,0.35546500761052024,-0.007127575234000316,-0.002533603584798478,OSCILLATION,0.8,False,否,否
2024-07-11 04:00:00,58191.5,0.40082033074723467,-0.00806718870878198,-0.0032334932464543505,OSCILLATION,0.8,False,否,否
2024-07-11 08:00:00,58777.99,0.4364461180039143,-0.00886342076879959,-0.003868405586777851,OSCILLATION,0.8,False,否,否
2024-07-11 12:00:00,57402.01,0.4730793707539536,-0.009613067710627143,-0.004547744023558639,OSCILLATION,0.8,False,否,否
2024-07-13 04:00:00,58170.32,0.6484323569315905,-0.009696230945222872,-0.006287349885163891,HIGH_OSCILLATION,0.6,True,是,否
2024-07-13 08:00:00,58534.0,0.6604013679537448,-0.00925455153143162,-0.006111718491155866,HIGH_OSCILLATION,0.6,True,是,SHORT
2024-07-13 12:00:00,58830.63,0.6625260771744715,-0.008774485854567748,-0.005813325692449661,HIGH_OSCILLATION,0.6,True,是,SHORT
2024-07-13 16:00:00,58624.38,0.6605054531659855,-0.0082964300553382,-0.00547983729336106,HIGH_OSCILLATION,0.6,True,是,SHORT
2024-07-13 20:00:00,59204.02,0.6604210166459427,-0.007798301586396272,-0.005150162261799493,HIGH_OSCILLATION,0.6,False,否,SHORT
2024-07-14 00:00:00,59466.15,0.6596481604703937,-0.0073240192298433815,-0.004831275812215976,HIGH_OSCILLATION,0.6,False,否,SHORT
2024-07-14 04:00:00,60062.01,0.6577661656389985,-0.00687161966691463,-0.004519918920035968,HIGH_OSCILLATION,0.6,False,否,SHORT
2024-07-14 08:00:00,60099.1,0.6580625966571159,-0.006504352276406222,-0.004280270948584501,HIGH_OSCILLATION,0.6,False,否,SHORT
2024-07-14 12:00:00,60084.0,0.6665363825461015,-0.0062446109815536,-0.004162260414052397,HIGH_OSCILLATION,0.6,False,否,SHORT
2024-07-14 16:00:00,59915.99,0.6809250249163401,-0.006110566407887319,-0.004160837583543624,HIGH_OSCILLATION,0.6,True,是,SHORT
2024-07-14 20:00:00,60797.91,0.6901492018473852,-0.0060162015625503384,-0.0041520767065471075,HIGH_OSCILLATION,0.6,False,否,SHORT
2024-07-15 00:00:00,62647.87,0.6886844627220798,-0.005911247924367702,-0.00407098460081018,HIGH_OSCILLATION,0.6,False,否,SHORT
2024-07-15 04:00:00,62840.12,0.6934542368420532,-0.005980441728258845,-0.004147162654648107,HIGH_OSCILLATION,0.6,False,否,SHORT
2024-07-15 08:00:00,62454.0,0.71523353053848,-0.006276511521563388,-0.00448917149503323,HIGH_OSCILLATION,0.6,False,否,SHORT
2024-07-15 12:00:00,63026.0,0.7424997617453349,-0.0067006380071059635,-0.004975222123817914,HIGH_OSCILLATION,0.6,False,否,SHORT
2024-07-15 16:00:00,63342.0,0.7753260521295995,-0.0072760985296096425,-0.005641348747868228,HIGH_OSCILLATION,0.6,False,否,SHORT
2024-07-15 20:00:00,64724.14,0.8042812833905967,-0.00789066246759973,-0.0063463121362431225,HIGH_OSCILLATION,0.6,False,否,SHORT
2024-07-16 00:00:00,64752.14,0.8404281303300689,-0.008680351914744144,-0.007295211930315455,HIGH_OSCILLATION,0.6,False,否,SHORT
2024-07-16 04:00:00,62895.01,0.9092165530824846,-0.00979567198549458,-0.00890638711777804,HIGH_OSCILLATION,0.6,False,否,SHORT
2024-07-17 20:00:00,64087.99,1.4184150712280876,-0.02010344620058402,-0.02851503107453141,BEARISH_SINGULARITY,0.7,True,是,否
2024-07-18 00:00:00,64865.08,1.4515737899213226,-0.020825313460875794,-0.03022947918670301,BEARISH_SINGULARITY,0.7,True,是,否
2024-07-18 04:00:00,64668.0,1.4839427597021204,-0.021422270997897952,-0.03178942394370739,BEARISH_SINGULARITY,0.7,True,是,否
2024-07-18 08:00:00,64758.0,1.5094292791701367,-0.021884563391725065,-0.033033200745324724,BEARISH_SINGULARITY,0.7,True,是,否
2024-07-18 12:00:00,63538.12,1.542390299728196,-0.022337015263470983,-0.0344523956672583,BEARISH_SINGULARITY,0.7,True,是,否
2024-07-18 16:00:00,63555.0,1.566946970149264,-0.022639932410068342,-0.03547557349434071,BEARISH_SINGULARITY,0.7,True,是,否
2024-07-18 20:00:00,63987.92,1.5768912215070012,-0.022765185096091267,-0.03589822053400834,BEARISH_SINGULARITY,0.7,True,是,否
2024-07-19 00:00:00,64325.0,1.573118424563517,-0.0227250956047651,-0.03574926659582338,BEARISH_SINGULARITY,0.7,True,是,否
2024-07-19 04:00:00,63694.01,1.569216746309551,-0.02258528378869684,-0.035441205541376704,BEARISH_SINGULARITY,0.7,True,是,否
2024-07-19 08:00:00,64116.0,1.551855344348285,-0.02226828377303569,-0.03455715518264963,BEARISH_SINGULARITY,0.7,True,是,否
2024-07-19 12:00:00,65836.77,1.508215265651582,-0.0216856498300646,-0.03270662811927807,BEARISH_SINGULARITY,0.7,True,是,否
2024-07-19 16:00:00,67157.26,1.4471254634547335,-0.020891480438741894,-0.03023259331216986,BEARISH_SINGULARITY,0.7,True,是,否
2024-07-19 20:00:00,66660.0,1.3883621848113201,-0.020053414593000696,-0.027841402497265657,BEARISH_SINGULARITY,0.7,True,是,否
2024-07-21 12:00:00,67164.0,0.7668766249354312,-0.009902344418103004,-0.007593876466303038,HIGH_OSCILLATION,0.6,True,是,SHORT
2024-07-21 16:00:00,67422.02,0.7146739338498022,-0.009015687411121465,-0.006443276788466316,HIGH_OSCILLATION,0.6,False,否,SHORT
2024-07-21 20:00:00,68165.34,0.662702177436753,-0.008165842904637732,-0.005411521873509885,HIGH_OSCILLATION,0.6,False,否,SHORT
2024-07-22 00:00:00,67880.01,0.6188986685184102,-0.007426396164484372,-0.0045961866980896065,HIGH_OSCILLATION,0.6,False,否,否
2024-07-22 04:00:00,67236.0,0.585556586020168,-0.006813040479094035,-0.003989420723355513,HIGH_OSCILLATION,0.6,True,是,否
2024-07-22 08:00:00,67516.01,0.5534455620682414,-0.006269731393200084,-0.0034699550149265186,HIGH_OSCILLATION,0.6,True,是,否
2024-07-22 12:00:00,67063.87,0.5296804478618751,-0.005829697095767361,-0.003087876568585128,HIGH_OSCILLATION,0.6,False,否,否
2024-07-22 16:00:00,68232.07,0.5053712363572801,-0.005409005242900278,-0.0027335556670675235,HIGH_OSCILLATION,0.6,False,否,否
2024-07-22 20:00:00,67532.01,0.4914930281671793,-0.005117301335047175,-0.0025151179292062856,OSCILLATION,0.8,False,否,否
2024-07-23 00:00:00,67473.99,0.4805453965337289,-0.004907379983990601,-0.0023582188603484475,OSCILLATION,0.8,False,否,否
2024-07-23 04:00:00,66576.0,0.47670146163180654,-0.004802015230309542,-0.002289127679066755,OSCILLATION,0.8,False,否,否
2024-07-23 08:00:00,66676.01,0.4738106441067077,-0.004730356229759092,-0.0022412931320763326,OSCILLATION,0.8,False,否,否
2024-07-23 12:00:00,66584.01,0.4711497479257934,-0.00469363918316712,-0.0022114069180038153,OSCILLATION,0.8,False,否,否
2024-07-23 16:00:00,65536.01,0.47694299442944793,-0.004720517749728148,-0.0022514178708127022,OSCILLATION,0.8,False,否,否
2024-07-23 20:00:00,65936.01,0.48205647607826296,-0.004732736642828639,-0.002281446348248442,OSCILLATION,0.8,False,否,否
2024-07-24 00:00:00,66052.71,0.4856836087263624,-0.004746927138130019,-0.0023055047028080916,OSCILLATION,0.8,False,否,否
2024-07-24 04:00:00,66078.0,0.48993487837729255,-0.004759315127154273,-0.0023317544779815377,OSCILLATION,0.8,False,否,否
2024-07-24 08:00:00,66367.99,0.4929848573399404,-0.0047560599978198614,-0.0023446655595254218,OSCILLATION,0.8,False,否,否
2024-07-24 12:00:00,66176.0,0.49156534276585084,-0.0047554888445406895,-0.002337633503885824,OSCILLATION,0.8,False,否,否
2024-07-24 16:00:00,65652.0,0.4913507710866314,-0.004746793019968609,-0.002332340410550216,OSCILLATION,0.8,False,否,否
2024-07-24 20:00:00,65376.0,0.4897646850463795,-0.004708799367109162,-0.0023062036389788097,OSCILLATION,0.8,False,否,否
2024-07-25 00:00:00,64093.59,0.4903479220686253,-0.004673780811458694,-0.002291778709102984,OSCILLATION,0.8,False,否,否
2024-07-25 04:00:00,64134.0,0.48481011033453675,-0.004562487099260881,-0.0022119398739925684,OSCILLATION,0.8,False,否,否
2024-07-25 08:00:00,64096.0,0.4752242653876894,-0.004375137658522377,-0.002079171579741312,OSCILLATION,0.8,False,否,否
2024-07-25 12:00:00,64790.88,0.45475484082625,-0.004083172555783332,-0.0018568424856713617,OSCILLATION,0.8,False,否,否
2024-07-25 16:00:00,64692.01,0.43138165009694435,-0.0037239825342387234,-0.001606457730552101,OSCILLATION,0.8,False,否,否
2024-07-25 20:00:00,65799.95,0.3989628013538451,-0.0032569952514955314,-0.0012994199495328285,OSCILLATION,0.8,False,否,否
2024-07-26 00:00:00,67042.01,0.35822328658288083,-0.002700806179469495,-0.0009674916660329163,OSCILLATION,0.8,False,否,否
2024-07-26 04:00:00,66890.56,0.3178358096827205,-0.0021327242091099263,-0.0006778561258323931,OSCILLATION,0.8,False,否,否
2024-07-26 08:00:00,67322.0,0.27437205739803466,-0.0015353378135732898,-0.0004212537947111037,OSCILLATION,0.8,False,否,否
2024-07-26 12:00:00,67560.01,0.2295275144652642,-0.0009271222998767092,-0.0002128000770960204,OSCILLATION,0.8,False,否,否
2024-07-26 16:00:00,67990.0,0.18699852580898715,-0.00031778173082197547,-5.942471519273779e-05,OSCILLATION,0.8,False,否,否
2024-07-26 20:00:00,67907.99,0.14601789717672656,0.0002584564734225414,3.7739270760872015e-05,OSCILLATION,0.8,False,否,否
2024-07-27 00:00:00,67798.0,0.10705365586070609,0.0007987060106417893,8.550439839712356e-05,OSCILLATION,0.8,False,否,否
2024-07-27 04:00:00,68036.68,0.0686693853306415,0.0013119467414896835,9.009057632463458e-05,OSCILLATION,0.8,False,否,否
2024-07-27 08:00:00,68209.88,0.02937776427420225,0.0017933823414352096,5.268556368020048e-05,OSCILLATION,0.8,False,否,否
2024-07-27 12:00:00,68844.0,-0.007904444569278957,0.00224625563731708,-1.775540317360324e-05,OSCILLATION,0.8,False,否,否
2024-07-27 16:00:00,68246.0,-0.030333109248838714,0.0025963956190220537,-7.875675196500218e-05,OSCILLATION,0.8,False,否,否
2024-07-27 20:00:00,67896.5,-0.046554816483742024,0.0028532144371469018,-0.0001328308745101373,OSCILLATION,0.8,False,否,否
2024-07-28 00:00:00,67940.95,-0.05880104456834062,0.0030334205953236326,-0.00017836829962014725,OSCILLATION,0.8,False,否,否
2024-07-28 04:00:00,67560.86,-0.06573670507789114,0.0031258198803461035,-0.00020548109960092078,OSCILLATION,0.8,False,否,否
2024-07-28 08:00:00,67836.0,-0.06935836329013301,0.0031540962280677542,-0.0002187629520383615,OSCILLATION,0.8,False,否,否
2024-07-28 12:00:00,67645.0,-0.06865214093589776,0.003104107362688832,-0.0002131036161434716,OSCILLATION,0.8,False,否,否
2024-07-28 16:00:00,68112.0,-0.06695176819056577,0.003002369720026918,-0.00020101396151761604,OSCILLATION,0.8,False,否,否
2024-07-28 20:00:00,68249.88,-0.06192873783105256,0.00283677410491974,-0.00017567783982949333,OSCILLATION,0.8,False,否,否
2024-07-29 00:00:00,69347.67,-0.0583654204537181,0.0026402434155125484,-0.00015409891704655062,OSCILLATION,0.8,False,否,否
2024-07-29 04:00:00,69528.01,-0.051943349947322956,0.0023797698671601947,-0.00012361321900399626,OSCILLATION,0.8,False,否,否
2024-07-29 08:00:00,69580.01,-0.04269871958028246,0.002059171915237662,-8.792400417632608e-05,OSCILLATION,0.8,False,否,否
2024-07-29 12:00:00,68104.0,-0.024920565235782316,0.0016420690154137496,-4.092128802027518e-05,OSCILLATION,0.8,False,否,否
2024-07-29 16:00:00,67303.05,-0.004121976791679584,0.0011791435043692622,-4.860402159069833e-06,OSCILLATION,0.8,False,否,否
2024-07-29 20:00:00,66784.69,0.017971180163298454,0.0006994260399788288,1.256951137536192e-05,OSCILLATION,0.8,False,否,否
2024-07-30 00:00:00,66610.0,0.03859860493739206,0.0002312429818206868,8.925656499841225e-06,OSCILLATION,0.8,False,否,否
2024-07-30 04:00:00,66952.0,0.05584459308831182,-0.00019654356829318376,-1.0975895595457673e-05,OSCILLATION,0.8,False,否,否
2024-07-30 08:00:00,66574.01,0.07093941601066589,-0.0006013472566170491,-4.2659223204029504e-05,OSCILLATION,0.8,False,否,否
2024-07-30 12:00:00,66216.01,0.08077812353711054,-0.0009623478615779432,-7.773665444821726e-05,OSCILLATION,0.8,False,否,否
2024-07-30 16:00:00,65931.02,0.08862695695009018,-0.0012625328154911991,-0.00011189444148661465,OSCILLATION,0.8,False,否,否
2024-07-30 20:00:00,66188.0,0.0890495613967662,-0.0014721506963107159,-0.0001310943738164132,OSCILLATION,0.8,False,否,否
2024-07-31 00:00:00,66058.0,0.08872729971161965,-0.0016065038962189485,-0.00014254075268770334,OSCILLATION,0.8,False,否,否
2024-07-31 04:00:00,66224.0,0.0862909490719763,-0.001659617757456107,-0.00014320999138759245,OSCILLATION,0.8,False,否,否
2024-07-31 08:00:00,66094.01,0.08320724911622071,-0.0016506867543309434,-0.00013734910398046062,OSCILLATION,0.8,False,否,否
2024-07-31 12:00:00,66379.99,0.07793063749896585,-0.0015691961705910223,-0.00012228845793509435,OSCILLATION,0.8,False,否,否
2024-07-31 16:00:00,65256.83,0.06986276170373745,-0.0014661130619048751,-0.00010242670747459716,OSCILLATION,0.8,False,否,否
2024-07-31 20:00:00,64628.0,0.059833143301167666,-0.001300198297685122,-7.779495106532816e-05,OSCILLATION,0.8,False,否,否
2024-08-01 00:00:00,63936.01,0.04676692512244538,-0.0010656316387236409,-4.983631505629728e-05,OSCILLATION,0.8,False,否,否
2024-08-01 04:00:00,64328.59,0.025037698737239038,-0.0007146449052704978,-1.7893063842265455e-05,OSCILLATION,0.8,False,否,否
2024-08-01 08:00:00,64674.25,-0.005817882459602536,-0.00025538666214431835,1.4858095821058686e-06,OSCILLATION,0.8,False,否,否
2024-08-01 12:00:00,62906.6,-0.04336505004340917,0.00024509973851514696,-1.062876242633585e-05,OSCILLATION,0.8,False,否,否
2024-08-01 16:00:00,63422.01,-0.08236460257037348,0.0008779932577705832,-7.231556573574157e-05,OSCILLATION,0.8,False,否,否
2024-08-01 20:00:00,65354.02,-0.1398503638179137,0.001671544274305839,-0.00023376607489942208,OSCILLATION,0.8,False,否,否
2024-08-02 00:00:00,64609.18,-0.19374621709784612,0.002487788204300484,-0.0004819995535238623,OSCILLATION,0.8,False,否,否
2024-08-02 04:00:00,64164.07,-0.24979851123379432,0.003334128139805853,-0.0008328602455862021,OSCILLATION,0.8,False,否,否
2024-08-02 08:00:00,64660.01,-0.31135525335754144,0.004237341023272473,-0.0013193183878633047,OSCILLATION,0.8,False,否,否
2024-08-02 12:00:00,63416.01,-0.362401163713261,0.005101304051598754,-0.0018487185247545615,OSCILLATION,0.8,False,否,否
2024-08-02 16:00:00,62633.57,-0.4113396584216151,0.005942724128996102,-0.0024444781133151467,OSCILLATION,0.8,False,否,否
2024-08-02 20:00:00,61498.33,-0.4569841585818131,0.006748264921157765,-0.0030838501668824466,OSCILLATION,0.8,False,否,否
2024-08-03 00:00:00,61895.99,-0.5063236663167555,0.007572833433771964,-0.0038343047885935257,LOW_OSCILLATION,0.6,True,是,否
2024-08-03 04:00:00,61662.01,-0.5561202809839596,0.008377081141782206,-0.004658664718393349,LOW_OSCILLATION,0.6,True,是,否
2024-08-03 08:00:00,61919.38,-0.6083218452668172,0.009170152098993523,-0.005578403846237117,LOW_OSCILLATION,0.6,True,是,否
2024-08-03 12:00:00,60879.0,-0.6518540834684107,0.00988233865224164,-0.006441842804681423,LOW_OSCILLATION,0.6,True,是,LONG
