时间,收盘价,信号类型,描述,V7.0.5通过,V705执行动作,黄金信号
2025/10/17 4:00,105633.75,BEARISH_SINGULARITY,奇点看空,TRUE,做多(反向),继续持多
2025/10/17 8:00,105683.72,BEARISH_SINGULARITY,奇点看空,TRUE,做多(反向),继续持多
2025/10/17 12:00,106803.53,BEARISH_SINGULARITY,奇点看空,TRUE,做多(反向),继续持多
2025/10/17 16:00,106454.72,BEARISH_SINGULARITY,奇点看空,TRUE,做多(反向),继续持多
2025/10/17 20:00,106431.68,BEARISH_SINGULARITY,奇点看空,TRUE,做多(反向),继续持多
2025/10/18 0:00,107070.4,BEARISH_SINGULARITY,奇点看空,TRUE,做多(反向),继续持多
2025/10/18 4:00,106665,BEARISH_SINGULARITY,奇点看空,TRUE,做多(反向),继续持多
2025/10/18 8:00,107208.6,BEARISH_SINGULARITY,奇点看空,TRUE,做多(反向),继续持多
2025/10/18 12:00,106948.75,BEARISH_SINGULARITY,奇点看空,TRUE,做多(反向),继续持多
2025/10/18 16:00,107080.14,BEARISH_SINGULARITY,奇点看空,TRUE,做多(反向),继续持多
2025/10/18 20:00,107185.01,BEARISH_SINGULARITY,奇点看空,TRUE,做多(反向),继续持多
2025/10/19 0:00,107275.78,BEARISH_SINGULARITY,奇点看空,TRUE,做多(反向),继续持多
2025/10/19 4:00,106786,BEARISH_SINGULARITY,奇点看空,TRUE,做多(反向),继续持多
2025/10/19 8:00,107783.47,BEARISH_SINGULARITY,奇点看空,TRUE,做多(反向),继续持多
2025/10/19 12:00,108486.7,BEARISH_SINGULARITY,奇点看空,TRUE,做多(反向),继续持多
2025/10/19 16:00,108908.43,BEARISH_SINGULARITY,奇点看空,TRUE,做多(反向),继续持多
2025/10/19 20:00,108642.78,BEARISH_SINGULARITY,奇点看空,TRUE,做多(反向),继续持多
2025/10/20 0:00,110145.44,BEARISH_SINGULARITY,奇点看空,TRUE,做多(反向),继续持多
2025/10/20 4:00,111169.92,BEARISH_SINGULARITY,奇点看空,TRUE,做多(反向),继续持多
2025/10/20 8:00,111016.75,BEARISH_SINGULARITY,奇点看空,TRUE,做多(反向),继续持多
2025/10/20 12:00,111144.55,BEARISH_SINGULARITY,奇点看空,TRUE,做多(反向),继续持多
2025/10/20 16:00,110803.22,BEARISH_SINGULARITY,奇点看空,TRUE,做多(反向),继续持多
2025/10/20 20:00,110532.09,BEARISH_SINGULARITY,奇点看空,TRUE,做多(反向),继续持多
2025/10/21 0:00,109059.22,BEARISH_SINGULARITY,奇点看空,TRUE,做多(反向),多平/反空
2025/10/21 4:00,108086.37,BEARISH_SINGULARITY,奇点看空,TRUE,做多(反向),继续持空
2025/10/21 8:00,108580.01,BEARISH_SINGULARITY,奇点看空,TRUE,做多(反向),继续持空
2025/10/21 12:00,113422.61,BEARISH_SINGULARITY,奇点看空,TRUE,做多(反向),继续持空
2025/10/21 16:00,111780.39,BEARISH_SINGULARITY,奇点看空,TRUE,做多(反向),继续持空
2025/10/21 20:00,108297.67,BEARISH_SINGULARITY,奇点看空,TRUE,做多(反向),继续持空
2025/10/22 0:00,108216.02,BEARISH_SINGULARITY,强奇点看空,TRUE,做多(反向),空平/反多
2025/10/22 4:00,108321.63,BEARISH_SINGULARITY,强奇点看空,TRUE,做多(反向),继续持多
2025/10/22 16:00,107870.35,OSCILLATION,系统平衡,FALSE,观望(震荡不开仓),继续持多
2025/10/22 20:00,107567.44,OSCILLATION,系统平衡,FALSE,观望(震荡不开仓),继续持多
2025/10/23 0:00,108377.96,OSCILLATION,系统平衡,FALSE,观望(震荡不开仓),继续持多
2025/10/23 4:00,109269.9,OSCILLATION,系统平衡,FALSE,观望(震荡不开仓),继续持多
2025/10/23 8:00,109253.89,OSCILLATION,系统平衡,FALSE,观望(震荡不开仓),继续持多
2025/10/23 12:00,109908.28,OSCILLATION,系统平衡,FALSE,观望(震荡不开仓),继续持多
2025/10/23 16:00,110200,OSCILLATION,系统平衡,FALSE,观望(震荡不开仓),多平/反空
2025/10/23 20:00,110078.18,OSCILLATION,系统平衡,FALSE,观望(震荡不开仓),继续持空
2025/10/24 0:00,110441.46,OSCILLATION,系统平衡,FALSE,观望(震荡不开仓),继续持空
2025/10/24 4:00,111054.61,OSCILLATION,系统平衡,FALSE,观望(震荡不开仓),继续持空
2025/10/24 8:00,111066.29,OSCILLATION,系统平衡,FALSE,观望(震荡不开仓),继续持空
2025/10/24 12:00,110046.91,OSCILLATION,系统平衡,FALSE,观望(震荡不开仓),继续持空
2025/10/24 16:00,110615.07,OSCILLATION,系统平衡,FALSE,观望(震荡不开仓),继续持空
2025/10/24 20:00,111004.89,OSCILLATION,系统平衡,FALSE,观望(震荡不开仓),继续持空
2025/10/25 0:00,111029.99,OSCILLATION,系统平衡,FALSE,观望(震荡不开仓),继续持空
2025/10/25 4:00,111489.6,OSCILLATION,系统平衡,FALSE,观望(震荡不开仓),继续持空
2025/10/25 8:00,111563.81,OSCILLATION,系统平衡,FALSE,观望(震荡不开仓),继续持空
2025/10/25 12:00,111385.18,OSCILLATION,系统平衡,FALSE,观望(震荡不开仓),继续持空
2025/10/25 16:00,111623.45,BULLISH_SINGULARITY,强奇点看涨,TRUE,做空(反向),黄金/多平反空
2025/10/25 20:00,111646.27,BULLISH_SINGULARITY,强奇点看涨,TRUE,做空(反向),继续持空
2025/10/26 0:00,111260.46,BULLISH_SINGULARITY,强奇点看涨,TRUE,做空(反向),继续持空
2025/10/26 4:00,111723.98,BULLISH_SINGULARITY,强奇点看涨,TRUE,做空(反向),继续持空
2025/10/26 8:00,113286.09,BULLISH_SINGULARITY,强奇点看涨,FALSE,被过滤-不执行,继续持空
2025/10/27 4:00,115554.6,OSCILLATION,系统平衡,FALSE,观望(震荡不开仓),继续持空
2025/10/27 12:00,114969.68,BEARISH_SINGULARITY,奇点看空,TRUE,做多(反向),继续持空
2025/10/27 16:00,114942.64,BEARISH_SINGULARITY,奇点看空,TRUE,做多(反向),继续持空
2025/10/27 20:00,114107.65,BEARISH_SINGULARITY,奇点看空,TRUE,做多(反向),继续持空
2025/10/28 0:00,113908.24,BEARISH_SINGULARITY,奇点看空,TRUE,做多(反向),继续持空
2025/10/28 4:00,114188.37,BEARISH_SINGULARITY,奇点看空,TRUE,做多(反向),继续持空
2025/10/28 8:00,114357.73,BEARISH_SINGULARITY,奇点看空,TRUE,做多(反向),继续持空
2025/10/28 20:00,112898.45,OSCILLATION,系统平衡,FALSE,观望(震荡不开仓),继续持空
2025/10/29 0:00,112523.49,OSCILLATION,系统平衡,FALSE,观望(震荡不开仓),空平/反多
2025/10/29 4:00,113577.9,BULLISH_SINGULARITY,奇点看涨,TRUE,做空(反向),继续持空
2025/10/29 8:00,113132.36,BULLISH_SINGULARITY,奇点看涨,TRUE,做空(反向),继续持空
2025/10/29 12:00,111509.74,BULLISH_SINGULARITY,奇点看涨,FALSE,被过滤-不执行,继续持空
2025/10/29 16:00,110640,BULLISH_SINGULARITY,奇点看涨,FALSE,被过滤-不执行,空平/反多
2025/10/29 20:00,110021.29,BULLISH_SINGULARITY,奇点看涨,TRUE,做空(反向),继续持空
2025/10/30 0:00,110751.47,BULLISH_SINGULARITY,奇点看涨,TRUE,做空(反向),继续持空
2025/10/30 4:00,111366.72,BULLISH_SINGULARITY,奇点看涨,FALSE,被过滤-不执行,空平/反多
2025/10/30 8:00,109717.29,BULLISH_SINGULARITY,奇点看涨,TRUE,做空(反向),空平/反多
2025/10/30 12:00,107711.56,BULLISH_SINGULARITY,奇点看涨,FALSE,被过滤-不执行,继续持多
2025/10/30 16:00,106536.39,BULLISH_SINGULARITY,奇点看涨,FALSE,被过滤-不执行,继续持多
2025/10/30 20:00,108322.88,BULLISH_SINGULARITY,奇点看涨,TRUE,做空(反向),继续持多
2025/10/31 0:00,109227.86,BULLISH_SINGULARITY,超强奇点看涨,FALSE,被过滤-不执行,继续持多
2025/10/31 4:00,109449.31,BULLISH_SINGULARITY,超强奇点看涨,FALSE,被过滤-不执行,继续持多
2025/10/31 8:00,110415.61,BULLISH_SINGULARITY,超强奇点看涨,TRUE,做空(反向),继续持多
2025/10/31 12:00,110202.9,BULLISH_SINGULARITY,超强奇点看涨,FALSE,被过滤-不执行,继续持多
2025/10/31 16:00,109828.78,BULLISH_SINGULARITY,超强奇点看涨,FALSE,被过滤-不执行,继续持多
2025/10/31 20:00,109608.01,BULLISH_SINGULARITY,超强奇点看涨,TRUE,做空(反向),继续持多
2025/11/1 0:00,110226.37,BULLISH_SINGULARITY,超强奇点看涨,TRUE,做空(反向),继续持多
2025/11/1 4:00,110071.4,BULLISH_SINGULARITY,超强奇点看涨,TRUE,做空(反向),继续持多
2025/11/1 8:00,110137.59,BULLISH_SINGULARITY,超强奇点看涨,TRUE,做空(反向),继续持多
2025/11/1 12:00,110310.65,BULLISH_SINGULARITY,超强奇点看涨,TRUE,做空(反向),继续持多
2025/11/1 16:00,110299.99,BULLISH_SINGULARITY,超强奇点看涨,TRUE,做空(反向),多平/反空
2025/11/1 20:00,110098.1,BULLISH_SINGULARITY,超强奇点看涨,TRUE,做空(反向),继续持空
2025/11/2 4:00,110895.53,OSCILLATION,系统平衡,FALSE,观望(震荡不开仓),继续持空
2025/11/2 8:00,111196.99,OSCILLATION,系统平衡,FALSE,观望(震荡不开仓),继续持空
2025/11/2 12:00,110117.48,OSCILLATION,系统平衡,FALSE,观望(震荡不开仓),继续持空
2025/11/2 16:00,110180.84,OSCILLATION,系统平衡,FALSE,观望(震荡不开仓),继续持空
2025/11/2 20:00,110540.68,OSCILLATION,系统平衡,FALSE,观望(震荡不开仓),继续持空
2025/11/3 0:00,107937.45,OSCILLATION,系统平衡,FALSE,观望(震荡不开仓),空平/反多
2025/11/3 4:00,107468.23,OSCILLATION,系统平衡,FALSE,观望(震荡不开仓),继续持多
2025/11/3 8:00,107787.42,OSCILLATION,系统平衡,FALSE,观望(震荡不开仓),继续持多
2025/11/4 8:00,104584.76,OSCILLATION,系统平衡,FALSE,观望(震荡不开仓),继续持多
2025/11/4 12:00,103197.01,OSCILLATION,系统平衡,FALSE,观望(震荡不开仓),继续持多
2025/11/4 16:00,100542.64,OSCILLATION,系统平衡,FALSE,观望(震荡不开仓),继续持多
2025/11/4 20:00,101497.22,OSCILLATION,系统平衡,FALSE,观望(震荡不开仓),继续持多
2025/11/5 0:00,102130,BULLISH_SINGULARITY,超强奇点看涨,FALSE,被过滤-不执行,继续持多
2025/11/5 4:00,101993.02,BULLISH_SINGULARITY,超强奇点看涨,TRUE,做空(反向),黄金/空平反多
2025/11/5 8:00,102070.61,BULLISH_SINGULARITY,超强奇点看涨,TRUE,做空(反向),继续持多
2025/11/5 12:00,103728.3,BULLISH_SINGULARITY,超强奇点看涨,FALSE,被过滤-不执行,继续持多
2025/11/5 16:00,104008.09,BULLISH_SINGULARITY,超强奇点看涨,FALSE,被过滤-不执行,继续持多
2025/11/5 20:00,103885.16,BULLISH_SINGULARITY,超强奇点看涨,TRUE,做空(反向),多平/反空
2025/11/6 0:00,103636.03,BULLISH_SINGULARITY,强奇点看涨,TRUE,做空(反向),继续持空
2025/11/6 4:00,103185.48,BULLISH_SINGULARITY,强奇点看涨,TRUE,做空(反向),继续持空
2025/11/6 16:00,101388.81,OSCILLATION,系统平衡,FALSE,观望(震荡不开仓),继续持空
2025/11/6 20:00,101346.04,OSCILLATION,系统平衡,FALSE,观望(震荡不开仓),空平/反多
2025/11/7 0:00,101916.29,OSCILLATION,系统平衡,FALSE,观望(震荡不开仓),继续持多
2025/11/7 4:00,102010,BEARISH_SINGULARITY,强奇点看空,TRUE,做多(反向),空平/反多
2025/11/7 8:00,100411.89,BEARISH_SINGULARITY,强奇点看空,TRUE,做多(反向),继续持多
2025/11/7 12:00,100797.95,BEARISH_SINGULARITY,强奇点看空,TRUE,做多(反向),继续持多
2025/11/7 16:00,103395.25,BEARISH_SINGULARITY,强奇点看空,TRUE,做多(反向),继续持多
2025/11/7 20:00,103339.08,BEARISH_SINGULARITY,强奇点看空,TRUE,做多(反向),继续持多
2025/11/8 0:00,102592.76,BEARISH_SINGULARITY,强奇点看空,TRUE,做多(反向),继续持多
2025/11/8 4:00,102352.96,BEARISH_SINGULARITY,强奇点看空,TRUE,做多(反向),继续持多
2025/11/8 8:00,101857.1,BEARISH_SINGULARITY,强奇点看空,TRUE,做多(反向),继续持多
2025/11/8 12:00,101711.45,BEARISH_SINGULARITY,强奇点看空,TRUE,做多(反向),继续持多
2025/11/8 16:00,101989.65,BEARISH_SINGULARITY,强奇点看空,TRUE,做多(反向),继续持多
2025/11/8 20:00,102312.94,BEARISH_SINGULARITY,强奇点看空,TRUE,做多(反向),继续持多
2025/11/9 0:00,101662.05,BEARISH_SINGULARITY,强奇点看空,TRUE,做多(反向),继续持多
2025/11/9 4:00,101944.59,BEARISH_SINGULARITY,强奇点看空,TRUE,做多(反向),继续持多
2025/11/9 8:00,102239.41,BEARISH_SINGULARITY,强奇点看空,TRUE,做多(反向),继续持多
2025/11/9 12:00,103762.17,BEARISH_SINGULARITY,强奇点看空,TRUE,做多(反向),多平/反空
2025/11/9 16:00,104805.57,BEARISH_SINGULARITY,强奇点看空,TRUE,做多(反向),继续持空
2025/11/9 20:00,104722.96,BEARISH_SINGULARITY,强奇点看空,TRUE,做多(反向),继续持空
2025/11/10 0:00,106027.97,BEARISH_SINGULARITY,奇点看空,TRUE,做多(反向),继续持空
2025/11/10 4:00,106461.45,BEARISH_SINGULARITY,奇点看空,TRUE,做多(反向),继续持空
2025/11/10 8:00,106176.5,BEARISH_SINGULARITY,奇点看空,TRUE,做多(反向),继续持空
2025/11/10 12:00,105079.99,BEARISH_SINGULARITY,奇点看空,TRUE,做多(反向),继续持空
2025/11/10 16:00,105817.99,BEARISH_SINGULARITY,奇点看空,TRUE,做多(反向),继续持空
2025/11/10 20:00,106011.13,BEARISH_SINGULARITY,奇点看空,TRUE,做多(反向),继续持空
2025/11/11 0:00,106456,BEARISH_SINGULARITY,奇点看空,TRUE,做多(反向),继续持空
2025/11/11 4:00,104783.98,BEARISH_SINGULARITY,奇点看空,TRUE,做多(反向),继续持空
2025/11/11 8:00,105311.9,BEARISH_SINGULARITY,奇点看空,TRUE,做多(反向),继续持空
2025/11/11 12:00,103455.99,BEARISH_SINGULARITY,奇点看空,TRUE,做多(反向),继续持空
2025/11/11 16:00,103126.39,BEARISH_SINGULARITY,奇点看空,TRUE,做多(反向),继续持空
2025/11/11 20:00,103058.99,BEARISH_SINGULARITY,奇点看空,TRUE,做多(反向),继续持空
2025/11/12 0:00,103310,BEARISH_SINGULARITY,强奇点看空,TRUE,做多(反向),继续持空
2025/11/12 4:00,103112.66,BEARISH_SINGULARITY,强奇点看空,TRUE,做多(反向),继续持空
2025/11/12 8:00,105020.83,OSCILLATION,系统平衡,FALSE,观望(震荡不开仓),继续持空
2025/11/13 12:00,101382.64,OSCILLATION,系统平衡,FALSE,观望(震荡不开仓),空平/反多
2025/11/13 16:00,98682.14,OSCILLATION,系统平衡,FALSE,观望(震荡不开仓),继续持多
2025/11/13 20:00,99692.02,OSCILLATION,系统平衡,FALSE,观望(震荡不开仓),继续持多
2025/11/14 0:00,99139.38,OSCILLATION,系统平衡,FALSE,观望(震荡不开仓),继续持多
2025/11/14 20:00,94594,BULLISH_SINGULARITY,奇点看涨,TRUE,做空(反向),黄金/空平反多
2025/11/15 0:00,96417.12,BULLISH_SINGULARITY,奇点看涨,TRUE,做空(反向),继续持多
2025/11/15 4:00,96333.86,BULLISH_SINGULARITY,奇点看涨,TRUE,做空(反向),继续持多
2025/11/15 8:00,95696.87,BULLISH_SINGULARITY,奇点看涨,TRUE,做空(反向),继续持多
2025/11/15 12:00,96260,BULLISH_SINGULARITY,奇点看涨,TRUE,做空(反向),继续持多
2025/11/15 16:00,96012.01,BULLISH_SINGULARITY,奇点看涨,TRUE,做空(反向),继续持多
2025/11/15 20:00,95596.24,BULLISH_SINGULARITY,奇点看涨,TRUE,做空(反向),继续持多
2025/11/16 0:00,95825.02,OSCILLATION,系统平衡,FALSE,观望(震荡不开仓),继续持多
2025/11/16 4:00,96099.99,LOW_OSCILLATION,低位震荡,TRUE,做多,多平/反空
2025/11/16 8:00,95627.13,LOW_OSCILLATION,低位震荡,TRUE,做多,继续持空
2025/11/16 12:00,94573.46,LOW_OSCILLATION,低位震荡,TRUE,做多,空平/反多
2025/11/16 16:00,94020,LOW_OSCILLATION,低位震荡,TRUE,做多,继续持多
2025/11/16 20:00,94261.44,LOW_OSCILLATION,低位震荡,TRUE,做多,继续持多
2025/11/17 0:00,95496.77,LOW_OSCILLATION,低位震荡,TRUE,做多,继续持多
2025/11/17 4:00,95653.77,BULLISH_SINGULARITY,强奇点看涨,TRUE,做空(反向),继续持多
2025/11/17 8:00,95565.38,BULLISH_SINGULARITY,强奇点看涨,TRUE,做空(反向),继续持多
2025/11/17 12:00,93959.67,BULLISH_SINGULARITY,强奇点看涨,FALSE,被过滤-不执行,继续持多
2025/11/17 16:00,91678.93,BULLISH_SINGULARITY,强奇点看涨,FALSE,被过滤-不执行,继续持多
2025/11/17 20:00,92215.14,BULLISH_SINGULARITY,强奇点看涨,FALSE,被过滤-不执行,继续持多
2025/11/18 0:00,90842.72,BULLISH_SINGULARITY,强奇点看涨,FALSE,被过滤-不执行,继续持多
2025/11/18 4:00,90512.1,BULLISH_SINGULARITY,强奇点看涨,FALSE,被过滤-不执行,继续持多
2025/11/18 8:00,91517.82,BULLISH_SINGULARITY,强奇点看涨,FALSE,被过滤-不执行,继续持多
2025/11/18 12:00,92910.1,BULLISH_SINGULARITY,强奇点看涨,FALSE,被过滤-不执行,继续持多
2025/11/18 16:00,93195.61,BULLISH_SINGULARITY,强奇点看涨,TRUE,做空(反向),继续持多
2025/11/18 20:00,92960.83,BULLISH_SINGULARITY,强奇点看涨,TRUE,做空(反向),继续持多
2025/11/19 0:00,91874.52,BULLISH_SINGULARITY,奇点看涨,TRUE,做空(反向),继续持多
2025/11/19 4:00,91863.64,BULLISH_SINGULARITY,奇点看涨,FALSE,被过滤-不执行,继续持多
2025/11/19 8:00,91410.22,BULLISH_SINGULARITY,奇点看涨,TRUE,做空(反向),继续持多
2025/11/19 12:00,89951.7,BULLISH_SINGULARITY,奇点看涨,FALSE,被过滤-不执行,继续持多
2025/11/19 16:00,88884.56,BULLISH_SINGULARITY,奇点看涨,FALSE,被过滤-不执行,继续持多
2025/11/20 12:00,89869.88,OSCILLATION,系统平衡,FALSE,观望(震荡不开仓),继续持多
2025/11/20 16:00,86921.28,BEARISH_SINGULARITY,奇点看空,FALSE,被过滤-不执行,继续持多
2025/11/20 20:00,86637.23,BEARISH_SINGULARITY,奇点看空,FALSE,被过滤-不执行,继续持多
2025/11/21 0:00,85821.34,BEARISH_SINGULARITY,奇点看空,FALSE,被过滤-不执行,继续持多
2025/11/21 4:00,84049.39,BEARISH_SINGULARITY,奇点看空,FALSE,被过滤-不执行,继续持多
2025/11/21 8:00,82309.66,BEARISH_SINGULARITY,奇点看空,FALSE,被过滤-不执行,继续持多
2025/11/21 16:00,84209.3,OSCILLATION,系统平衡,FALSE,观望(震荡不开仓),继续持多
2025/11/22 20:00,84739.74,OSCILLATION,系统平衡,FALSE,观望(震荡不开仓),继续持多
2025/11/23 0:00,86308.54,BEARISH_SINGULARITY,奇点看空,TRUE,做多(反向),继续持多
2025/11/23 4:00,85782.19,BEARISH_SINGULARITY,奇点看空,TRUE,做多(反向),继续持多
2025/11/23 8:00,86331.28,BEARISH_SINGULARITY,奇点看空,TRUE,做多(反向),继续持多
2025/11/23 12:00,87087.44,BEARISH_SINGULARITY,奇点看空,TRUE,做多(反向),继续持多
2025/11/23 16:00,87325.01,BEARISH_SINGULARITY,奇点看空,TRUE,做多(反向),继续持多
2025/11/23 20:00,86830,BEARISH_SINGULARITY,奇点看空,TRUE,做多(反向),继续持多
2025/11/24 0:00,87460.02,BEARISH_SINGULARITY,奇点看空,TRUE,做多(反向),继续持多
2025/11/24 4:00,87050.39,BEARISH_SINGULARITY,奇点看空,TRUE,做多(反向),多平/反空
2025/11/24 8:00,86264.72,BEARISH_SINGULARITY,奇点看空,TRUE,做多(反向),继续持空
2025/11/24 12:00,86616.44,BEARISH_SINGULARITY,奇点看空,TRUE,做多(反向),继续持空
2025/11/24 16:00,88327.29,BEARISH_SINGULARITY,奇点看空,TRUE,做多(反向),继续持空
2025/11/24 20:00,88300.01,BEARISH_SINGULARITY,奇点看空,TRUE,做多(反向),继续持空
2025/11/25 0:00,87822.12,BEARISH_SINGULARITY,强奇点看空,TRUE,做多(反向),继续持空
2025/11/25 4:00,87384.81,BEARISH_SINGULARITY,强奇点看空,TRUE,做多(反向),继续持空
2025/11/25 8:00,87361.71,BEARISH_SINGULARITY,强奇点看空,TRUE,做多(反向),继续持空
2025/11/25 12:00,86988.94,BEARISH_SINGULARITY,强奇点看空,TRUE,做多(反向),继续持空
2025/11/25 16:00,86882.85,BEARISH_SINGULARITY,强奇点看空,TRUE,做多(反向),继续持空
2025/11/25 20:00,87369.96,BEARISH_SINGULARITY,强奇点看空,TRUE,做多(反向),继续持空
2025/11/26 0:00,87119.92,BEARISH_SINGULARITY,奇点看空,TRUE,做多(反向),继续持空
2025/11/26 4:00,87935.05,BEARISH_SINGULARITY,奇点看空,TRUE,做多(反向),继续持空
2025/11/26 8:00,87095.79,BEARISH_SINGULARITY,奇点看空,TRUE,做多(反向),继续持空
2025/11/26 20:00,90484.02,OSCILLATION,系统平衡,FALSE,观望(震荡不开仓),继续持空
2025/11/27 0:00,91091.68,OSCILLATION,系统平衡,FALSE,观望(震荡不开仓),继续持空
2025/11/27 4:00,91408.34,OSCILLATION,系统平衡,FALSE,观望(震荡不开仓),继续持空
2025/11/27 8:00,91371.88,OSCILLATION,系统平衡,FALSE,观望(震荡不开仓),继续持空
2025/11/27 12:00,90958.3,OSCILLATION,系统平衡,FALSE,观望(震荡不开仓),继续持空
2025/11/27 16:00,91528.21,BEARISH_SINGULARITY,奇点看空,TRUE,做多(反向),继续持空
2025/11/27 20:00,91333.95,BEARISH_SINGULARITY,奇点看空,TRUE,做多(反向),继续持空
2025/11/28 0:00,91208.85,BEARISH_SINGULARITY,奇点看空,TRUE,做多(反向),继续持空
2025/11/28 4:00,90910.87,BEARISH_SINGULARITY,奇点看空,TRUE,做多(反向),继续持空
2025/11/28 8:00,91437.64,BEARISH_SINGULARITY,奇点看空,TRUE,做多(反向),继续持空
2025/11/29 0:00,90680.26,OSCILLATION,系统平衡,FALSE,观望(震荡不开仓),继续持空
2025/11/29 4:00,90567.67,OSCILLATION,系统平衡,FALSE,观望(震荡不开仓),继续持空
2025/11/30 4:00,90968.16,OSCILLATION,系统平衡,FALSE,观望(震荡不开仓),继续持空
2025/11/30 8:00,91048.78,OSCILLATION,系统平衡,FALSE,观望(震荡不开仓),继续持空
2025/11/30 12:00,91435.31,OSCILLATION,系统平衡,FALSE,观望(震荡不开仓),继续持空
2025/11/30 16:00,91460.79,OSCILLATION,系统平衡,FALSE,观望(震荡不开仓),继续持空
2025/11/30 20:00,90360,OSCILLATION,系统平衡,FALSE,观望(震荡不开仓),继续持空
2025/12/1 0:00,86346.13,OSCILLATION,系统平衡,FALSE,观望(震荡不开仓),黄金/空平反多
2025/12/1 4:00,86550.3,OSCILLATION,系统平衡,FALSE,观望(震荡不开仓),多平/反空
2025/12/1 8:00,86149.15,OSCILLATION,系统平衡,FALSE,观望(震荡不开仓),空平/反多
2025/12/1 12:00,84677.87,OSCILLATION,系统平衡,FALSE,观望(震荡不开仓),继续持多
2025/12/1 16:00,85024.5,OSCILLATION,系统平衡,FALSE,观望(震荡不开仓),继续持多
2025/12/1 20:00,86286.01,BULLISH_SINGULARITY,奇点看涨,FALSE,被过滤-不执行,继续持多
2025/12/2 0:00,86976.99,BULLISH_SINGULARITY,奇点看涨,FALSE,被过滤-不执行,继续持多
2025/12/2 4:00,87012.65,BULLISH_SINGULARITY,奇点看涨,TRUE,做空(反向),继续持空
2025/12/2 8:00,87368.92,BULLISH_SINGULARITY,奇点看涨,FALSE,被过滤-不执行,继续持空
2025/12/2 12:00,90850.01,BULLISH_SINGULARITY,奇点看涨,FALSE,被过滤-不执行,继续持空
2025/12/2 16:00,91903.39,BULLISH_SINGULARITY,奇点看涨,FALSE,被过滤-不执行,继续持空
2025/12/2 20:00,91277.88,BULLISH_SINGULARITY,奇点看涨,FALSE,被过滤-不执行,继续持空
2025/12/3 0:00,92628.91,BULLISH_SINGULARITY,超强奇点看涨,FALSE,被过滤-不执行,继续持空
2025/12/3 4:00,92999.99,BULLISH_SINGULARITY,超强奇点看涨,FALSE,被过滤-不执行,继续持空
2025/12/3 8:00,93005.68,BULLISH_SINGULARITY,超强奇点看涨,TRUE,做空(反向),继续持空
2025/12/3 12:00,92373.3,BULLISH_SINGULARITY,超强奇点看涨,FALSE,被过滤-不执行,继续持空
2025/12/3 16:00,93024.99,OSCILLATION,系统平衡,FALSE,观望(震荡不开仓),继续持空
2025/12/3 20:00,93429.95,OSCILLATION,系统平衡,FALSE,观望(震荡不开仓),继续持空
2025/12/4 12:00,92971.49,OSCILLATION,系统平衡,FALSE,观望(震荡不开仓),继续持空
2025/12/4 16:00,91975.44,OSCILLATION,系统平衡,FALSE,观望(震荡不开仓),继续持空
2025/12/4 20:00,92078.06,OSCILLATION,系统平衡,FALSE,观望(震荡不开仓),继续持空
2025/12/5 0:00,92142.75,BULLISH_SINGULARITY,奇点看涨,TRUE,做空(反向),继续持空
2025/12/5 4:00,92258.65,BULLISH_SINGULARITY,奇点看涨,TRUE,做空(反向),继续持空
2025/12/5 8:00,91351.43,BULLISH_SINGULARITY,奇点看涨,TRUE,做空(反向),继续持空
2025/12/5 12:00,90459.35,BULLISH_SINGULARITY,奇点看涨,FALSE,被过滤-不执行,继续持空
2025/12/5 16:00,89629.26,BULLISH_SINGULARITY,奇点看涨,FALSE,被过滤-不执行,空平/反多
2025/12/5 20:00,89330.04,BULLISH_SINGULARITY,奇点看涨,TRUE,做空(反向),继续持空
2025/12/6 0:00,89688.35,BULLISH_SINGULARITY,奇点看涨,TRUE,做空(反向),继续持空
2025/12/6 4:00,89597.13,BULLISH_SINGULARITY,奇点看涨,TRUE,做空(反向),继续持空
2025/12/6 8:00,89631.28,BULLISH_SINGULARITY,奇点看涨,TRUE,做空(反向),空平/反多
2025/12/6 12:00,89758.77,BULLISH_SINGULARITY,奇点看涨,TRUE,做空(反向),继续持多
2025/12/6 16:00,89405.64,BULLISH_SINGULARITY,奇点看涨,TRUE,做空(反向),继续持多
2025/12/6 20:00,89236.79,BULLISH_SINGULARITY,奇点看涨,TRUE,做空(反向),继续持多
2025/12/7 20:00,90395.31,OSCILLATION,系统平衡,FALSE,观望(震荡不开仓),继续持多
2025/12/8 0:00,91068.29,OSCILLATION,系统平衡,FALSE,观望(震荡不开仓),多平/反空
2025/12/8 4:00,91565.46,OSCILLATION,系统平衡,FALSE,观望(震荡不开仓),空平/反多
2025/12/8 20:00,90634.34,BEARISH_SINGULARITY,奇点看空,TRUE,做多(反向),多平/反空
2025/12/9 16:00,93800.83,OSCILLATION,系统平衡,FALSE,观望(震荡不开仓),多平/反空
2025/12/9 20:00,92678.8,OSCILLATION,系统平衡,FALSE,观望(震荡不开仓),继续持空
2025/12/10 0:00,92410.62,OSCILLATION,系统平衡,FALSE,观望(震荡不开仓),继续持空
2025/12/10 4:00,92782.91,OSCILLATION,系统平衡,FALSE,观望(震荡不开仓),继续持空
2025/12/10 12:00,92063.69,BEARISH_SINGULARITY,奇点看空,TRUE,做多(反向),继续持空
2025/12/10 16:00,92957.67,BEARISH_SINGULARITY,奇点看空,TRUE,做多(反向),继续持空
