时间,开盘价,收盘价,最高价,最低价,交易量,量能比率,EMA偏离%,张力,加速度,信号类型,置信度,信号描述,交易方向,通过V705过滤器,过滤原因,是否开单
2025-12-19 04:00:00,86891.39,87953.4,88449.06,86647.51,3713.59538,1.0502123227606912,0.9575248443695773,0.15524497773263443,-0.005403634673410956,OSCILLATION,0.8,系统平衡震荡,none,False,系统平衡震荡，无明显趋势,否
2025-12-19 08:00:00,87953.39,88198.7,88385.06,87742.6,1797.82182,0.5118658957012469,1.1197627670226684,0.15405575558961992,-0.005663311557387224,OSCILLATION,0.8,系统平衡震荡,none,False,系统平衡震荡，无明显趋势,否
2025-12-19 12:00:00,88198.7,87951.87,89399.97,87514.59,5988.71834,1.622926694969814,0.7564768465976525,0.16359830629335684,-0.006237681617248081,OSCILLATION,0.8,系统平衡震荡,none,False,系统平衡震荡，无明显趋势,否
2025-12-19 16:00:00,87951.86,87845.92,88882.55,86846.16,4584.61046,1.2069714693613462,0.5742687025697633,0.1802913285573083,-0.00701261496517025,OSCILLATION,0.8,系统平衡震荡,none,False,系统平衡震荡，无明显趋势,否
2025-12-19 20:00:00,87845.92,88136.94,88426.85,87614.79,1860.23503,0.5232807235285724,0.8203224443805162,0.19825359405000723,-0.007819596013998814,OSCILLATION,0.8,系统平衡震荡,none,False,系统平衡震荡，无明显趋势,否
2025-12-20 00:00:00,88136.95,88214.98,88339.27,87961.6,984.44715,0.2870710028691103,0.8222526345881994,0.22075791996675864,-0.008755859418172307,OSCILLATION,0.8,系统平衡震荡,none,False,系统平衡震荡，无明显趋势,否
2025-12-20 04:00:00,88214.98,88275.41,88573.07,88123.07,797.87192,0.23371101383516937,0.805747504087637,0.24754886914626395,-0.009811435559160808,OSCILLATION,0.8,系统平衡震荡,none,False,系统平衡震荡，无明显趋势,否
2025-12-20 08:00:00,88275.41,88277.66,88428.0,88107.35,821.72303,0.2419658612399053,0.7307717554457177,0.2786578024656615,-0.010981018819454014,OSCILLATION,0.8,系统平衡震荡,none,False,系统平衡震荡，无明显趋势,否
2025-12-20 12:00:00,88277.66,88178.71,88343.73,87795.76,1315.67537,0.391911572720698,0.5586902597629211,0.31424096311360744,-0.01225791618305161,OSCILLATION,0.8,系统平衡震荡,none,False,系统平衡震荡，无明显趋势,否
2025-12-20 16:00:00,88178.72,88232.92,88418.73,88103.54,574.10491,0.1738807869936121,0.5610832730767356,0.3510941210185831,-0.013546542411032814,OSCILLATION,0.8,系统平衡震荡,none,False,系统平衡震荡，无明显趋势,否
2025-12-20 20:00:00,88232.92,88360.9,88443.44,88154.06,629.30956,0.21503335154887254,0.6391865665027726,0.3877613303890589,-0.014803890153124943,OSCILLATION,0.8,系统平衡震荡,none,False,系统平衡震荡，无明显趋势,否
2025-12-21 00:00:00,88360.91,88070.64,88433.64,87869.35,991.41687,0.36397534041771545,0.2791213085244736,0.4285637221415086,-0.016129698673515214,OSCILLATION,0.8,系统平衡震荡,none,False,系统平衡震荡，无明显趋势,否
2025-12-21 04:00:00,88070.64,88174.79,88201.59,88050.0,455.57319,0.171164550180714,0.35969547005512054,0.4670112333292582,-0.01734843981575579,OSCILLATION,0.8,系统平衡震荡,none,False,系统平衡震荡，无明显趋势,否
2025-12-21 08:00:00,88174.79,88601.57,89081.77,88141.87,1439.81605,0.5437782009897983,0.7643176550773225,0.4995768010125862,-0.0183784752828951,OSCILLATION,0.8,系统平衡震荡,none,False,系统平衡震荡，无明显趋势,否
2025-12-21 12:00:00,88601.57,88067.95,88920.01,87600.04,2206.50881,0.8231504676797163,0.14242903274674756,0.5378586210855472,-0.019498608647431692,BEARISH_SINGULARITY,0.5,奇点看空(低置信度T=0.54),long,True,置信度不足(0.5) - 通过V7.0.5,否
2025-12-21 16:00:00,88067.96,88484.01,88600.0,87950.0,1240.46771,0.4684814456628637,0.5565841425813141,0.5689465205966546,-0.020393090956800086,BEARISH_SINGULARITY,0.7,奇点看空(T=0.57>=0.35),long,True,通过V7.0.5,是
2025-12-21 20:00:00,88484.01,88658.86,88823.52,88091.96,799.08995,0.3441315064046014,0.6828666994211345,0.5969726161123118,-0.021171980034229376,BEARISH_SINGULARITY,0.7,奇点看空(T=0.60>=0.35),long,True,通过V7.0.5,是
2025-12-22 00:00:00,88658.87,88774.12,89627.24,87900.0,2619.97992,1.3189311505630081,0.7356874186118783,0.6230633378878421,-0.02186851443238702,BEARISH_SINGULARITY,0.7,奇点看空(T=0.62>=0.35),long,True,通过V7.0.5,是
2025-12-22 04:00:00,88774.13,89170.1,89200.0,88712.11,1290.70342,0.6897853010594227,1.0709544518179126,0.6446424193619353,-0.022435297354615802,BEARISH_SINGULARITY,0.7,奇点看空(T=0.64>=0.35),long,True,通过V7.0.5,是
2025-12-22 08:00:00,89170.1,89945.43,90118.0,89093.44,2622.90199,1.4280291982003408,1.7608005817072467,0.659354915204463,-0.022843255632644555,BEARISH_SINGULARITY,0.7,奇点看空(T=0.66>=0.35),long,True,通过V7.0.5,是
2025-12-22 12:00:00,89945.43,89726.92,90588.23,89196.42,3942.72215,2.133294232266831,1.3674644343479705,0.6802869749254993,-0.023395672346603114,BEARISH_SINGULARITY,0.7,奇点看空(T=0.68>=0.35),long,True,通过V7.0.5,是
2025-12-22 16:00:00,89726.93,88052.43,90127.0,87965.76,2609.5493,1.3816121412370719,-0.47456942940469155,0.7207061594141497,-0.024347678364818104,BEARISH_SINGULARITY,0.7,奇点看空(T=0.72>=0.35),long,True,通过V7.0.5,是
2025-12-22 20:00:00,88052.42,88620.79,88833.33,87911.79,1587.36292,0.9512552312578003,0.15183674528996455,0.7504267204833828,-0.02502105765652285,BEARISH_SINGULARITY,0.7,奇点看空(T=0.75>=0.35),long,True,通过V7.0.5,是
2025-12-23 00:00:00,88620.79,88170.0,88940.0,87800.0,1505.70483,0.9940232216758469,-0.32366084510566345,0.7817603716568944,-0.02567887473419117,BEARISH_SINGULARITY,0.7,奇点看空(T=0.78>=0.35),long,True,通过V7.0.5,是
2025-12-23 04:00:00,88170.0,87574.79,88368.1,87051.52,1996.43062,1.3120876895738125,-0.90249412270869,0.8139136442856298,-0.026284040987164414,BEARISH_SINGULARITY,0.7,奇点看空(T=0.81>=0.35),long,True,通过V7.0.5,是
2025-12-23 08:00:00,87574.78,87856.65,87890.0,87297.69,1432.37853,0.9277276007928297,-0.5282657617217114,0.8361289341824713,-0.026611820567657984,BEARISH_SINGULARITY,0.7,奇点看空(T=0.84>=0.35),long,True,通过V7.0.5,是
2025-12-23 12:00:00,87856.66,87443.45,87963.03,86601.9,3407.99312,2.035266008587535,-0.9020826321335785,0.8562976358359166,-0.026823215028258796,BEARISH_SINGULARITY,0.7,奇点看空(T=0.86>=0.35),long,True,通过V7.0.5,是
2025-12-23 16:00:00,87443.45,87752.87,88275.4,87162.39,3220.82979,1.7949081649775216,-0.4991687775066501,0.8665760231175976,-0.02676855957446911,BEARISH_SINGULARITY,0.7,奇点看空(T=0.87>=0.35),long,True,通过V7.0.5,是
2025-12-23 20:00:00,87752.88,87486.0,88372.35,87180.0,2346.99215,1.2713990188632958,-0.7259617929348007,0.8739081722806015,-0.026592234497417877,BEARISH_SINGULARITY,0.7,奇点看空(T=0.87>=0.35),long,True,通过V7.0.5,是
2025-12-24 00:00:00,87486.0,87336.23,87839.66,86863.88,1598.88886,0.8427486536725008,-0.8112793633351271,0.8767717112858483,-0.026268188104554224,BEARISH_SINGULARITY,0.7,奇点看空(T=0.88>=0.35),long,True,通过V7.0.5,是
2025-12-24 04:00:00,87336.23,86911.53,87458.54,86796.65,1349.63742,0.6981193581133937,-1.1718580802428402,0.8775872078422827,-0.025843097057721143,BEARISH_SINGULARITY,0.7,奇点看空(T=0.88>=0.35),long,True,通过V7.0.5,是
2025-12-24 08:00:00,86911.53,87203.94,87359.59,86724.05,1188.37005,0.6115861685342917,-0.7600241316023879,0.8694573528030836,-0.025201062291768328,BEARISH_SINGULARITY,0.7,奇点看空(T=0.87>=0.35),long,True,通过V7.0.5,是
2025-12-24 12:00:00,87203.94,87049.99,87478.59,86420.0,2300.52897,1.1302906509664423,-0.8469080866319258,0.8581382804322434,-0.02446258482603003,BEARISH_SINGULARITY,0.7,奇点看空(T=0.86>=0.35),long,True,通过V7.0.5,是
2025-12-24 16:00:00,87050.0,87566.06,87670.0,86917.25,1746.44928,0.8516462700161755,-0.23446869222626932,0.8384244584781915,-0.023554729357445958,BEARISH_SINGULARITY,0.7,奇点看空(T=0.84>=0.35),long,True,通过V7.0.5,是
2025-12-24 20:00:00,87566.07,87669.45,88049.89,87516.77,956.96862,0.48132473239026535,-0.1055745293799633,0.8164863143187334,-0.022609615612027012,BEARISH_SINGULARITY,0.7,奇点看空(T=0.82>=0.35),long,True,通过V7.0.5,是
2025-12-25 00:00:00,87669.44,87840.42,87967.5,87508.52,652.86225,0.33329411629984734,0.08073065761489198,0.7928921416320078,-0.021653309493214312,BEARISH_SINGULARITY,0.7,奇点看空(T=0.79>=0.35),long,True,通过V7.0.5,是
2025-12-25 04:00:00,87840.42,87837.59,87862.2,87661.17,568.68423,0.29203775955644307,0.07011957643687722,0.7703639738862768,-0.02074555707183401,BEARISH_SINGULARITY,0.7,奇点看空(T=0.77>=0.35),long,True,通过V7.0.5,是
2025-12-25 08:00:00,87837.59,87519.44,87888.0,87251.6,1203.75216,0.6414929072623978,-0.264569004045396,0.752109370599119,-0.019944659820944954,BEARISH_SINGULARITY,0.5,奇点看空(低置信度T=0.75),long,True,置信度不足(0.5) - 通过V7.0.5,否
2025-12-25 12:00:00,87519.45,88371.27,88592.74,87398.78,1933.47252,1.0130190818915767,0.6384769943849894,0.7275023765347106,-0.019080883661143133,BEARISH_SINGULARITY,0.5,奇点看空(低置信度T=0.73),long,True,置信度不足(0.5) - 通过V7.0.5,否
2025-12-25 16:00:00,88371.27,88151.18,88478.0,87993.21,1039.54656,0.5682270778738804,0.350769067294486,0.709008271793679,-0.018378502870533664,BEARISH_SINGULARITY,0.5,奇点看空(低置信度T=0.71),long,True,置信度不足(0.5) - 通过V7.0.5,否
2025-12-25 20:00:00,88151.19,87225.27,88167.65,86934.72,1698.26463,0.9889539120557272,-0.6367285725694757,0.7021776851497636,-0.017915675758350846,BEARISH_SINGULARITY,0.5,奇点看空(低置信度T=0.70),long,True,置信度不足(0.5) - 通过V7.0.5,否
2025-12-26 00:00:00,87225.27,88844.87,89440.0,86891.7,4964.62578,2.705537060992342,1.0919220838570043,0.6816404630569616,-0.017272620516129655,BEARISH_SINGULARITY,0.5,奇点看空(低置信度T=0.68),long,True,置信度不足(0.5) - 通过V7.0.5,否
2025-12-26 04:00:00,88844.88,88470.75,89567.75,88347.45,3154.47608,1.6486727014651343,0.6023977876441402,0.6704456898522327,-0.016847324781711692,BEARISH_SINGULARITY,0.5,奇点看空(低置信度T=0.67),long,True,置信度不足(0.5) - 通过V7.0.5,否
2025-12-26 08:00:00,88470.75,88533.42,88918.59,88414.81,1250.32549,0.6578673522114016,0.6091124475862808,0.6632515800406509,-0.016540893970434456,BEARISH_SINGULARITY,0.5,奇点看空(低置信度T=0.66),long,True,置信度不足(0.5) - 通过V7.0.5,否
2025-12-26 12:00:00,88533.43,87137.81,89050.0,86655.08,5932.37434,2.8284810949603263,-0.884643812245065,0.6729843428527524,-0.016538813818646747,BEARISH_SINGULARITY,0.5,奇点看空(低置信度T=0.67),long,True,置信度不足(0.5) - 通过V7.0.5,否
2025-12-26 16:00:00,87137.81,87501.83,87580.29,86818.18,1940.76351,0.9142511715289947,-0.4259604277210798,0.6785624796082972,-0.01647387148873769,BEARISH_SINGULARITY,0.5,奇点看空(低置信度T=0.68),long,True,置信度不足(0.5) - 通过V7.0.5,否
2025-12-26 20:00:00,87501.83,87369.56,87792.7,87321.4,1102.04985,0.5489681808509624,-0.5218628347711658,0.6853479972898857,-0.016426326803014146,BEARISH_SINGULARITY,0.5,奇点看空(低置信度T=0.69),long,True,置信度不足(0.5) - 通过V7.0.5,否
2025-12-27 00:00:00,87369.56,87514.22,87532.0,87253.05,675.35016,0.35918693925457634,-0.3232496077752192,0.6901180290667279,-0.016336772398861332,BEARISH_SINGULARITY,0.5,奇点看空(低置信度T=0.69),long,True,置信度不足(0.5) - 通过V7.0.5,否
2025-12-27 04:00:00,87514.23,87539.26,87702.0,87417.93,515.35353,0.28812636001429903,-0.2667349896139908,0.6941428699734532,-0.01622016186186903,BEARISH_SINGULARITY,0.5,奇点看空(低置信度T=0.69),long,True,置信度不足(0.5) - 通过V7.0.5,否
2025-12-27 08:00:00,87539.26,87475.98,87677.0,87370.73,1077.75463,0.6114640597496726,-0.3066591974208934,0.6980130768550472,-0.01607898780278727,BEARISH_SINGULARITY,0.5,奇点看空(低置信度T=0.70),long,True,置信度不足(0.5) - 通过V7.0.5,否
2025-12-27 12:00:00,87475.99,87551.25,87589.99,87308.05,749.39054,0.4325316358304378,-0.19988277020737377,0.7000972691475844,-0.01588349280450385,BEARISH_SINGULARITY,0.5,奇点看空(低置信度T=0.70),long,True,置信度不足(0.5) - 通过V7.0.5,否
2025-12-27 16:00:00,87551.26,87569.39,87591.0,87442.08,566.59122,0.33299920103196906,-0.16216543598290692,0.7009805752516152,-0.015640257542626435,BEARISH_SINGULARITY,0.5,奇点看空(低置信度T=0.70),long,True,置信度不足(0.5) - 通过V7.0.5,否
2025-12-27 20:00:00,87569.39,87877.01,87984.0,87499.99,885.11148,0.542777305211837,0.17056406618421854,0.6981262710668683,-0.015312989587880077,BEARISH_SINGULARITY,0.5,奇点看空(低置信度T=0.70),long,True,置信度不足(0.5) - 通过V7.0.5,否
2025-12-28 00:00:00,87877.0,87740.01,87961.37,87705.97,672.08653,0.4261830718136315,0.013026991831852642,0.6962857449547688,-0.01497358387984593,BEARISH_SINGULARITY,0.5,奇点看空(低置信度T=0.70),long,True,置信度不足(0.5) - 通过V7.0.5,否
2025-12-28 04:00:00,87740.0,87730.85,87837.99,87614.79,442.23022,0.2850793124073612,0.002339434234534833,0.6938375422144887,-0.014596265928580321,BEARISH_SINGULARITY,0.5,奇点看空(低置信度T=0.69),long,True,置信度不足(0.5) - 通过V7.0.5,否
2025-12-28 08:00:00,87730.86,87883.25,88010.0,87720.0,760.04376,0.4882678430689913,0.1592626205006927,0.6893402185423232,-0.014162418591150416,BEARISH_SINGULARITY,0.5,奇点看空(低置信度T=0.69),long,True,置信度不足(0.5) - 通过V7.0.5,否
2025-12-28 12:00:00,87883.25,87836.27,88088.75,87794.86,821.25662,0.5233464013527908,0.09564197734231264,0.6850040666895475,-0.013707275829813126,BEARISH_SINGULARITY,0.5,奇点看空(低置信度T=0.69),long,True,置信度不足(0.5) - 通过V7.0.5,否
2025-12-28 16:00:00,87836.27,87520.75,87931.59,87500.26,881.83702,0.5677749940297195,-0.2388406123277998,0.6829994329027185,-0.013260939750567302,BEARISH_SINGULARITY,0.5,奇点看空(低置信度T=0.68),long,True,置信度不足(0.5) - 通过V7.0.5,否
2025-12-28 20:00:00,87520.75,87952.71,88049.53,87435.0,868.8387,0.579259191396088,0.22933082560744464,0.6759469351043008,-0.012721112020569803,BEARISH_SINGULARITY,0.5,奇点看空(低置信度T=0.68),long,True,置信度不足(0.5) - 通过V7.0.5,否
2025-12-29 00:00:00,87952.71,90123.55,90169.06,87813.17,4759.05691,2.8228766952368542,2.4394550547708445,0.6501034430690116,-0.011919615089125868,BEARISH_SINGULARITY,0.5,奇点看空(低置信度T=0.65),long,True,置信度不足(0.5) - 通过V7.0.5,否
2025-12-29 04:00:00,90123.55,89617.71,90406.08,89507.03,3502.98691,1.9722635436969687,1.6839285412987761,0.635564537512995,-0.011308672443696155,BEARISH_SINGULARITY,0.5,奇点看空(低置信度T=0.64),long,True,置信度不足(0.5) - 通过V7.0.5,否
2025-12-29 08:00:00,89617.71,87567.66,89825.01,87567.65,4608.77018,2.621102939317758,-0.581341373651047,0.644802245394794,-0.011045299501637462,BEARISH_SINGULARITY,0.5,奇点看空(低置信度T=0.64),long,True,置信度不足(0.5) - 通过V7.0.5,否
2025-12-29 12:00:00,87567.65,87691.62,88190.71,86806.5,4178.35066,2.309085583226397,-0.3988101552808757,0.6515774549785396,-0.010737717438614514,BEARISH_SINGULARITY,0.5,奇点看空(低置信度T=0.65),long,True,置信度不足(0.5) - 通过V7.0.5,否
2025-12-29 16:00:00,87691.62,87366.23,87996.22,87312.34,1457.68333,0.8009715543845642,-0.6957209443669885,0.660223141270889,-0.010447219703015653,BEARISH_SINGULARITY,0.5,奇点看空(低置信度T=0.66),long,True,置信度不足(0.5) - 通过V7.0.5,否
2025-12-29 20:00:00,87366.23,87237.13,87597.59,87071.49,1388.13776,0.8715723582003595,-0.7628392689222822,0.6679071425993321,-0.01013170755056414,BEARISH_SINGULARITY,0.5,奇点看空(低置信度T=0.67),long,True,置信度不足(0.5) - 通过V7.0.5,否
2025-12-30 00:00:00,87237.13,87379.0,87423.65,86845.66,1520.57005,0.9674853044114113,-0.5444846760810462,0.6719019035622195,-0.0097556880112315,HIGH_OSCILLATION,0.6,高位震荡(T=0.67>0.3),short,True,通过V7.0.5,是
2025-12-30 04:00:00,87378.99,87502.85,87600.0,87157.07,1077.59137,0.6861674417373956,-0.36522767473076373,0.6729535107949465,-0.009335298199800168,HIGH_OSCILLATION,0.6,高位震荡(T=0.67>0.3),short,True,通过V7.0.5,是
2025-12-30 08:00:00,87502.85,87903.89,88224.76,87502.84,2468.25039,1.4868131033765934,0.08270154343627623,0.6692054715895361,-0.008852757266435973,HIGH_OSCILLATION,0.6,高位震荡(T=0.67>0.3),short,False,高位放量(1.49),否
2025-12-30 12:00:00,87903.89,89016.35,89159.52,87834.01,3882.44573,2.12335444098656,1.2192189316549245,0.6558040573973156,-0.008256945974585927,HIGH_OSCILLATION,0.6,高位震荡(T=0.66>0.3),short,False,高位放量(2.12),否
2025-12-30 16:00:00,89016.36,88226.16,89400.0,87960.2,2912.38545,1.516724643183804,0.2900732313336664,0.6529956587944576,-0.007835392043767375,HIGH_OSCILLATION,0.6,高位震荡(T=0.65>0.3),short,False,高位放量(1.52),否
2025-12-30 20:00:00,88226.15,88485.49,88573.65,87886.46,1244.66702,0.6399498690493653,0.5288677437781891,0.6491740851478428,-0.007426287682530286,HIGH_OSCILLATION,0.6,高位震荡(T=0.65>0.3),short,True,通过V7.0.5,是
2025-12-31 00:00:00,88485.5,88453.04,88819.8,88172.15,1131.98072,0.5736735583500931,0.4449353810006187,0.6477806678992706,-0.0070812186629979346,HIGH_OSCILLATION,0.6,高位震荡(T=0.65>0.3),short,True,通过V7.0.5,是
2025-12-31 04:00:00,88453.04,88613.12,88638.76,88325.06,972.41187,0.49171832857089415,0.5666923272087896,0.6470107122707177,-0.006778300086816791,HIGH_OSCILLATION,0.6,高位震荡(T=0.65>0.3),short,True,通过V7.0.5,是
2025-12-31 08:00:00,88613.11,89011.52,89046.6,88393.52,1674.66744,0.8258917718273133,0.9209094916965418,0.6451631646928223,-0.006500210441389154,HIGH_OSCILLATION,0.6,高位震荡(T=0.65>0.3),short,True,通过V7.0.5,是
2025-12-31 12:00:00,89011.51,87953.97,89200.0,87766.59,3261.85615,1.50406791631474,-0.2517140024078988,0.6566129630877906,-0.006435867251877392,HIGH_OSCILLATION,0.6,高位震荡(T=0.66>0.3),short,False,高位放量(1.50),否
2025-12-31 16:00:00,87953.97,87541.85,88053.49,87400.41,2936.14316,1.289198865251905,-0.6510582077870192,0.6721482013141036,-0.006448969845215258,HIGH_OSCILLATION,0.6,高位震荡(T=0.67>0.3),short,False,高位放量(1.29),否
2025-12-31 20:00:00,87541.85,87648.22,87879.04,87250.0,1581.56113,0.6830293995358833,-0.4800754413014671,0.6857498409674261,-0.006456103815757563,HIGH_OSCILLATION,0.6,高位震荡(T=0.69>0.3),short,True,通过V7.0.5,是
2026-01-01 00:00:00,87648.21,87846.02,88088.1,87632.74,833.74412,0.3604437053748428,-0.23120843713690495,0.6969170245207809,-0.006452413800516754,HIGH_OSCILLATION,0.6,高位震荡(T=0.70>0.3),short,True,通过V7.0.5,是
2026-01-01 04:00:00,87846.01,87631.88,87854.81,87550.43,1108.52485,0.47676657798505334,-0.42942417467156985,0.7099044002542114,-0.006492868910011107,HIGH_OSCILLATION,0.6,高位震荡(T=0.71>0.3),short,True,通过V7.0.5,是
2026-01-01 08:00:00,87631.88,88024.64,88024.64,87631.87,819.82493,0.38523296558946424,0.015239773916956396,0.7186891731991346,-0.006499944716646167,HIGH_OSCILLATION,0.6,高位震荡(T=0.72>0.3),short,True,通过V7.0.5,是
2026-01-01 12:00:00,88024.64,88032.18,88113.45,87810.66,1005.89204,0.5021243142723213,0.021539054103242035,0.7278673535530782,-0.006535503560940015,HIGH_OSCILLATION,0.6,高位震荡(T=0.73>0.3),short,True,通过V7.0.5,是
2026-01-01 16:00:00,88032.17,88391.15,88500.0,87879.03,1140.33499,0.6231845606756176,0.38834434151804803,0.7343575713382874,-0.006562444265077683,HIGH_OSCILLATION,0.6,高位震荡(T=0.73>0.3),short,True,通过V7.0.5,是
2026-01-01 20:00:00,88391.16,88839.04,88919.45,88240.0,1371.2504,0.8116327486500419,0.8109019732076119,0.7383898739939947,-0.006589467424816475,HIGH_OSCILLATION,0.6,高位震荡(T=0.74>0.3),short,True,通过V7.0.5,是
2026-01-02 00:00:00,88839.05,88950.65,89120.01,88379.88,1615.06136,0.9515109100015275,0.8475049768724173,0.7441698288129199,-0.006672620911208238,HIGH_OSCILLATION,0.6,高位震荡(T=0.74>0.3),short,True,通过V7.0.5,是
2026-01-02 04:00:00,88950.64,88857.61,89079.44,88576.56,1190.3172,0.7053840159613691,0.6708783996588943,0.7537512991900251,-0.006835575166640906,HIGH_OSCILLATION,0.6,高位震荡(T=0.75>0.3),short,True,通过V7.0.5,是
2026-01-02 08:00:00,88857.6,89502.95,89942.44,88758.94,3334.56621,1.8752757240631897,1.2667971878027773,0.760066807417286,-0.006994403514039571,HIGH_OSCILLATION,0.6,高位震荡(T=0.76>0.3),short,False,高位放量(1.88),否
2026-01-02 12:00:00,89502.94,89418.11,90135.0,88459.96,4573.8437,2.3419741168167447,1.05812100129846,0.7713244223131237,-0.007249921787737645,HIGH_OSCILLATION,0.6,高位震荡(T=0.77>0.3),short,False,高位放量(2.34),否
2026-01-02 16:00:00,89418.1,89897.23,90961.81,89205.92,5155.47201,2.469867595464185,1.4450651685309073,0.7818632244691663,-0.007534543296166318,HIGH_OSCILLATION,0.6,高位震荡(T=0.78>0.3),short,False,高位放量(2.47),否
2026-01-02 20:00:00,89897.23,89995.13,90400.0,89636.77,1527.71253,0.7756418071828831,1.4053123199205797,0.7961682907112657,-0.007901464999246599,HIGH_OSCILLATION,0.6,高位震荡(T=0.80>0.3),short,True,通过V7.0.5,是
2026-01-03 00:00:00,89995.14,90321.22,90418.32,89966.48,1026.19409,0.5472155819381462,1.6012098432616344,0.811969661867161,-0.008322865384616795,HIGH_OSCILLATION,0.6,高位震荡(T=0.81>0.3),short,True,通过V7.0.5,是
2026-01-03 04:00:00,90321.23,89577.13,90480.62,89314.01,1777.4168,0.934528920708665,0.6909092500661603,0.8397773738835448,-0.008908485424665269,HIGH_OSCILLATION,0.6,高位震荡(T=0.84>0.3),short,True,通过V7.0.5,是
2026-01-03 08:00:00,89577.13,89752.74,89982.11,89420.75,1301.1092,0.6810680815521245,0.8030270343795807,0.8683906336106189,-0.009520830261991353,HIGH_OSCILLATION,0.6,高位震荡(T=0.87>0.3),short,True,通过V7.0.5,是
2026-01-03 12:00:00,89752.75,89969.31,90249.99,89664.93,1115.15116,0.5815553842648471,0.9456747546459545,0.8973721606103873,-0.010151816348854314,BEARISH_SINGULARITY,0.5,奇点看空(低置信度T=0.90),long,True,置信度不足(0.5) - 通过V7.0.5,否
2026-01-03 16:00:00,89969.31,90123.77,90219.67,89918.59,516.07827,0.27752071226675956,1.011331856581529,0.9273426458729906,-0.01080465590740054,BEARISH_SINGULARITY,0.5,奇点看空(低置信度T=0.93),long,True,置信度不足(0.5) - 通过V7.0.5,否
2026-01-03 20:00:00,90123.76,90628.01,90741.16,90017.23,1321.51764,0.749760748028543,1.4242074719571962,0.9547993308678324,-0.011440319582102343,BEARISH_SINGULARITY,0.5,奇点看空(低置信度T=0.95),long,True,置信度不足(0.5) - 通过V7.0.5,否
2026-01-04 00:00:00,90628.01,91236.78,91610.17,90628.0,2719.43418,1.55240967684002,1.9011622012786646,0.9793979789071637,-0.012057348070528606,BEARISH_SINGULARITY,0.5,奇点看空(低置信度T=0.98),long,True,置信度不足(0.5) - 通过V7.0.5,否
2026-01-04 04:00:00,91236.78,91532.0,91810.0,91183.15,1833.66412,1.0392826901340613,2.014144508265396,1.0050139306018173,-0.01269639649024279,BEARISH_SINGULARITY,0.5,奇点看空(低置信度T=1.01),long,True,置信度不足(0.5) - 通过V7.0.5,否
2026-01-04 08:00:00,91532.0,91300.0,91620.5,91174.46,2596.25909,1.401503581273652,1.5857270965073407,1.0368678608209732,-0.01340470326965304,BEARISH_SINGULARITY,0.5,奇点看空(低置信度T=1.04),long,True,置信度不足(0.5) - 通过V7.0.5,否
2026-01-04 12:00:00,91300.01,91334.94,91419.22,91014.1,1316.31831,0.7066073670880871,1.4676085102043352,1.0710663728757994,-0.014133115176965694,BEARISH_SINGULARITY,0.5,奇点看空(低置信度T=1.07),long,True,置信度不足(0.5) - 通过V7.0.5,否
2026-01-04 16:00:00,91334.94,91138.07,91455.9,90863.47,1140.52954,0.6070178358062974,1.128612765381733,1.1093058980661512,-0.014890752108634775,BEARISH_SINGULARITY,0.5,奇点看空(低置信度T=1.11),long,True,置信度不足(0.5) - 通过V7.0.5,否
2026-01-04 20:00:00,91138.06,91529.73,91590.0,91132.0,820.32446,0.43876352086455406,1.4122271945219433,1.1445601053072545,-0.015601245573496403,BEARISH_SINGULARITY,0.5,奇点看空(低置信度T=1.14),long,True,置信度不足(0.5) - 通过V7.0.5,否
2026-01-05 00:00:00,91529.74,92878.22,93388.0,91514.81,5548.56251,2.6547648828503587,2.6222640999410327,1.1674084111695542,-0.01617509963088115,BEARISH_SINGULARITY,0.5,奇点看空(低置信度T=1.17),long,True,置信度不足(0.5) - 通过V7.0.5,否
2026-01-05 04:00:00,92878.22,92520.63,92947.87,92155.0,1838.8669,0.8700906262471553,2.010783179283979,1.1974539772769666,-0.016808239440182282,BEARISH_SINGULARITY,0.5,奇点看空(低置信度T=1.20),long,True,置信度不足(0.5) - 通过V7.0.5,否
2026-01-05 08:00:00,92520.63,93134.26,93151.0,92320.17,2498.18846,1.1578679456205134,2.4252096332335475,1.2232271892058282,-0.017381959345476927,BEARISH_SINGULARITY,0.5,奇点看空(低置信度T=1.22),long,True,置信度不足(0.5) - 通过V7.0.5,否
2026-01-05 12:00:00,93134.25,93957.73,94000.0,92407.13,4224.09624,1.8291948928720538,3.0040766146957933,1.2430523976982446,-0.01788136313709865,BEARISH_SINGULARITY,0.5,奇点看空(低置信度T=1.24),long,True,置信度不足(0.5) - 通过V7.0.5,否
2026-01-05 16:00:00,93957.74,94303.4,94500.0,93250.0,4190.38211,1.7815825781425056,3.0510047981949127,1.2628351517942185,-0.01836485174102509,BEARISH_SINGULARITY,0.5,奇点看空(低置信度T=1.26),long,True,置信度不足(0.5) - 通过V7.0.5,否
2026-01-05 20:00:00,94303.4,93859.71,94789.08,93800.0,2373.49962,1.058634468932769,2.3161015522223267,1.2909604232878371,-0.018910221376765346,BEARISH_SINGULARITY,0.5,奇点看空(低置信度T=1.29),long,True,置信度不足(0.5) - 通过V7.0.5,否
